2018-11-29 23:10:18 Jepsen starting etcd :--log-output :stderr :--name ec2-18-234-71-213.compute-1.amazonaws.com :--listen-peer-urls http://ec2-18-234-71-213.compute-1.amazonaws.com:2380 :--listen-client-urls http://ec2-18-234-71-213.compute-1.amazonaws.com:2379 :--advertise-client-urls http://ec2-18-234-71-213.compute-1.amazonaws.com:2379 :--initial-cluster-state :new :--initial-advertise-peer-urls http://ec2-18-234-71-213.compute-1.amazonaws.com:2380 :--initial-cluster ec2-35-174-16-155.compute-1.amazonaws.com=http://ec2-35-174-16-155.compute-1.amazonaws.com:2380,ec2-18-212-141-207.compute-1.amazonaws.com=http://ec2-18-212-141-207.compute-1.amazonaws.com:2380,ec2-18-232-141-137.compute-1.amazonaws.com=http://ec2-18-232-141-137.compute-1.amazonaws.com:2380,ec2-107-23-238-236.compute-1.amazonaws.com=http://ec2-107-23-238-236.compute-1.amazonaws.com:2380,ec2-18-234-71-213.compute-1.amazonaws.com=http://ec2-18-234-71-213.compute-1.amazonaws.com:2380
2018-11-29 23:10:18.761676 I | etcdmain: etcd Version: 3.1.5
2018-11-29 23:10:18.761768 I | etcdmain: Git SHA: 20490ca
2018-11-29 23:10:18.761775 I | etcdmain: Go Version: go1.7.5
2018-11-29 23:10:18.761780 I | etcdmain: Go OS/Arch: linux/amd64
2018-11-29 23:10:18.761786 I | etcdmain: setting maximum number of CPUs to 2, total number of available CPUs is 2
2018-11-29 23:10:18.761797 W | etcdmain: no data-dir provided, using default data-dir ./ec2-18-234-71-213.compute-1.amazonaws.com.etcd
2018-11-29 23:10:18.761813 W | embed: expected IP in URL for binding (http://ec2-18-234-71-213.compute-1.amazonaws.com:2380)
2018-11-29 23:10:18.761820 W | embed: expected IP in URL for binding (http://ec2-18-234-71-213.compute-1.amazonaws.com:2379)
2018-11-29 23:10:18.763731 I | embed: listening for peers on http://ec2-18-234-71-213.compute-1.amazonaws.com:2380
2018-11-29 23:10:18.764197 I | embed: listening for client requests on ec2-18-234-71-213.compute-1.amazonaws.com:2379
2018-11-29 23:10:18.768051 I | pkg/netutil: resolving ec2-18-234-71-213.compute-1.amazonaws.com:2380 to 172.31.20.192:2380
2018-11-29 23:10:18.768491 I | pkg/netutil: resolving ec2-18-234-71-213.compute-1.amazonaws.com:2380 to 172.31.20.192:2380
2018-11-29 23:10:22.769421 I | etcdserver: name = ec2-18-234-71-213.compute-1.amazonaws.com
2018-11-29 23:10:22.769452 I | etcdserver: data dir = ec2-18-234-71-213.compute-1.amazonaws.com.etcd
2018-11-29 23:10:22.769459 I | etcdserver: member dir = ec2-18-234-71-213.compute-1.amazonaws.com.etcd/member
2018-11-29 23:10:22.769465 I | etcdserver: heartbeat = 100ms
2018-11-29 23:10:22.769473 I | etcdserver: election = 1000ms
2018-11-29 23:10:22.769478 I | etcdserver: snapshot count = 10000
2018-11-29 23:10:22.769491 I | etcdserver: advertise client URLs = http://ec2-18-234-71-213.compute-1.amazonaws.com:2379
2018-11-29 23:10:22.769502 I | etcdserver: initial advertise peer URLs = http://ec2-18-234-71-213.compute-1.amazonaws.com:2380
2018-11-29 23:10:22.769522 I | etcdserver: initial cluster = ec2-107-23-238-236.compute-1.amazonaws.com=http://ec2-107-23-238-236.compute-1.amazonaws.com:2380,ec2-18-212-141-207.compute-1.amazonaws.com=http://ec2-18-212-141-207.compute-1.amazonaws.com:2380,ec2-18-232-141-137.compute-1.amazonaws.com=http://ec2-18-232-141-137.compute-1.amazonaws.com:2380,ec2-18-234-71-213.compute-1.amazonaws.com=http://ec2-18-234-71-213.compute-1.amazonaws.com:2380,ec2-35-174-16-155.compute-1.amazonaws.com=http://ec2-35-174-16-155.compute-1.amazonaws.com:2380
2018-11-29 23:10:22.773900 I | etcdserver: starting member b230326f6c733c35 in cluster d4e906640f16da25
2018-11-29 23:10:22.773925 I | raft: b230326f6c733c35 became follower at term 0
2018-11-29 23:10:22.773936 I | raft: newRaft b230326f6c733c35 [peers: [], term: 0, commit: 0, applied: 0, lastindex: 0, lastterm: 0]
2018-11-29 23:10:22.773942 I | raft: b230326f6c733c35 became follower at term 1
2018-11-29 23:10:23.018095 I | rafthttp: starting peer 2d508dd0aa9ee691...
2018-11-29 23:10:23.018146 I | rafthttp: started HTTP pipelining with peer 2d508dd0aa9ee691
2018-11-29 23:10:23.019668 I | rafthttp: started streaming with peer 2d508dd0aa9ee691 (writer)
2018-11-29 23:10:23.019729 I | rafthttp: started streaming with peer 2d508dd0aa9ee691 (writer)
2018-11-29 23:10:23.022727 I | rafthttp: started peer 2d508dd0aa9ee691
2018-11-29 23:10:23.022757 I | rafthttp: added peer 2d508dd0aa9ee691
2018-11-29 23:10:23.022775 I | rafthttp: starting peer 3474e3739df12d31...
2018-11-29 23:10:23.022792 I | rafthttp: started HTTP pipelining with peer 3474e3739df12d31
2018-11-29 23:10:23.023223 I | rafthttp: started streaming with peer 2d508dd0aa9ee691 (stream MsgApp v2 reader)
2018-11-29 23:10:23.025076 I | rafthttp: started streaming with peer 2d508dd0aa9ee691 (stream Message reader)
2018-11-29 23:10:23.025394 I | rafthttp: started streaming with peer 3474e3739df12d31 (writer)
2018-11-29 23:10:23.027274 I | rafthttp: started peer 3474e3739df12d31
2018-11-29 23:10:23.027302 I | rafthttp: added peer 3474e3739df12d31
2018-11-29 23:10:23.027336 I | rafthttp: starting peer a00c92baa5af8639...
2018-11-29 23:10:23.027362 I | rafthttp: started HTTP pipelining with peer a00c92baa5af8639
2018-11-29 23:10:23.028243 I | rafthttp: started streaming with peer a00c92baa5af8639 (writer)
2018-11-29 23:10:23.029478 I | rafthttp: started peer a00c92baa5af8639
2018-11-29 23:10:23.029500 I | rafthttp: added peer a00c92baa5af8639
2018-11-29 23:10:23.029518 I | rafthttp: starting peer cecac79a73f45067...
2018-11-29 23:10:23.029569 I | rafthttp: started HTTP pipelining with peer cecac79a73f45067
2018-11-29 23:10:23.031535 I | rafthttp: started peer cecac79a73f45067
2018-11-29 23:10:23.031572 I | rafthttp: added peer cecac79a73f45067
2018-11-29 23:10:23.031589 I | etcdserver: starting server... [version: 3.1.5, cluster version: to_be_decided]
2018-11-29 23:10:23.031866 I | rafthttp: started streaming with peer a00c92baa5af8639 (stream MsgApp v2 reader)
2018-11-29 23:10:23.032118 I | rafthttp: started streaming with peer a00c92baa5af8639 (stream Message reader)
2018-11-29 23:10:23.032198 I | rafthttp: started streaming with peer a00c92baa5af8639 (writer)
2018-11-29 23:10:23.032311 I | rafthttp: started streaming with peer cecac79a73f45067 (writer)
2018-11-29 23:10:23.032352 I | rafthttp: started streaming with peer cecac79a73f45067 (writer)
2018-11-29 23:10:23.032389 I | rafthttp: started streaming with peer cecac79a73f45067 (stream MsgApp v2 reader)
2018-11-29 23:10:23.032560 I | rafthttp: started streaming with peer cecac79a73f45067 (stream Message reader)
2018-11-29 23:10:23.033140 I | rafthttp: started streaming with peer 3474e3739df12d31 (writer)
2018-11-29 23:10:23.033167 I | rafthttp: started streaming with peer 3474e3739df12d31 (stream MsgApp v2 reader)
