2018-11-29 23:10:19 Jepsen starting etcd :--log-output :stderr :--name ec2-18-212-141-207.compute-1.amazonaws.com :--listen-peer-urls http://ec2-18-212-141-207.compute-1.amazonaws.com:2380 :--listen-client-urls http://ec2-18-212-141-207.compute-1.amazonaws.com:2379 :--advertise-client-urls http://ec2-18-212-141-207.compute-1.amazonaws.com:2379 :--initial-cluster-state :new :--initial-advertise-peer-urls http://ec2-18-212-141-207.compute-1.amazonaws.com:2380 :--initial-cluster ec2-35-174-16-155.compute-1.amazonaws.com=http://ec2-35-174-16-155.compute-1.amazonaws.com:2380,ec2-18-212-141-207.compute-1.amazonaws.com=http://ec2-18-212-141-207.compute-1.amazonaws.com:2380,ec2-18-232-141-137.compute-1.amazonaws.com=http://ec2-18-232-141-137.compute-1.amazonaws.com:2380,ec2-107-23-238-236.compute-1.amazonaws.com=http://ec2-107-23-238-236.compute-1.amazonaws.com:2380,ec2-18-234-71-213.compute-1.amazonaws.com=http://ec2-18-234-71-213.compute-1.amazonaws.com:2380
2018-11-29 23:10:19.727650 I | etcdmain: etcd Version: 3.1.5
2018-11-29 23:10:19.727683 I | etcdmain: Git SHA: 20490ca
2018-11-29 23:10:19.727688 I | etcdmain: Go Version: go1.7.5
2018-11-29 23:10:19.727693 I | etcdmain: Go OS/Arch: linux/amd64
2018-11-29 23:10:19.727698 I | etcdmain: setting maximum number of CPUs to 2, total number of available CPUs is 2
2018-11-29 23:10:19.727709 W | etcdmain: no data-dir provided, using default data-dir ./ec2-18-212-141-207.compute-1.amazonaws.com.etcd
2018-11-29 23:10:19.727722 W | embed: expected IP in URL for binding (http://ec2-18-212-141-207.compute-1.amazonaws.com:2380)
2018-11-29 23:10:19.727728 W | embed: expected IP in URL for binding (http://ec2-18-212-141-207.compute-1.amazonaws.com:2379)
2018-11-29 23:10:19.729555 I | embed: listening for peers on http://ec2-18-212-141-207.compute-1.amazonaws.com:2380
2018-11-29 23:10:19.730025 I | embed: listening for client requests on ec2-18-212-141-207.compute-1.amazonaws.com:2379
2018-11-29 23:10:19.733679 I | pkg/netutil: resolving ec2-18-212-141-207.compute-1.amazonaws.com:2380 to 172.31.16.109:2380
2018-11-29 23:10:19.734085 I | pkg/netutil: resolving ec2-18-212-141-207.compute-1.amazonaws.com:2380 to 172.31.16.109:2380
2018-11-29 23:10:23.376957 I | etcdserver: name = ec2-18-212-141-207.compute-1.amazonaws.com
2018-11-29 23:10:23.376987 I | etcdserver: data dir = ec2-18-212-141-207.compute-1.amazonaws.com.etcd
2018-11-29 23:10:23.376999 I | etcdserver: member dir = ec2-18-212-141-207.compute-1.amazonaws.com.etcd/member
2018-11-29 23:10:23.377004 I | etcdserver: heartbeat = 100ms
2018-11-29 23:10:23.377009 I | etcdserver: election = 1000ms
2018-11-29 23:10:23.377014 I | etcdserver: snapshot count = 10000
2018-11-29 23:10:23.377027 I | etcdserver: advertise client URLs = http://ec2-18-212-141-207.compute-1.amazonaws.com:2379
2018-11-29 23:10:23.377034 I | etcdserver: initial advertise peer URLs = http://ec2-18-212-141-207.compute-1.amazonaws.com:2380
2018-11-29 23:10:23.377052 I | etcdserver: initial cluster = ec2-107-23-238-236.compute-1.amazonaws.com=http://ec2-107-23-238-236.compute-1.amazonaws.com:2380,ec2-18-212-141-207.compute-1.amazonaws.com=http://ec2-18-212-141-207.compute-1.amazonaws.com:2380,ec2-18-232-141-137.compute-1.amazonaws.com=http://ec2-18-232-141-137.compute-1.amazonaws.com:2380,ec2-18-234-71-213.compute-1.amazonaws.com=http://ec2-18-234-71-213.compute-1.amazonaws.com:2380,ec2-35-174-16-155.compute-1.amazonaws.com=http://ec2-35-174-16-155.compute-1.amazonaws.com:2380
2018-11-29 23:10:23.380753 I | etcdserver: starting member a00c92baa5af8639 in cluster d4e906640f16da25
2018-11-29 23:10:23.380777 I | raft: a00c92baa5af8639 became follower at term 0
2018-11-29 23:10:23.380787 I | raft: newRaft a00c92baa5af8639 [peers: [], term: 0, commit: 0, applied: 0, lastindex: 0, lastterm: 0]
2018-11-29 23:10:23.380793 I | raft: a00c92baa5af8639 became follower at term 1
2018-11-29 23:10:23.391048 I | rafthttp: starting peer 2d508dd0aa9ee691...
2018-11-29 23:10:23.391091 I | rafthttp: started HTTP pipelining with peer 2d508dd0aa9ee691
2018-11-29 23:10:23.393426 I | rafthttp: started streaming with peer 2d508dd0aa9ee691 (writer)
2018-11-29 23:10:23.395666 I | rafthttp: started streaming with peer 2d508dd0aa9ee691 (writer)
2018-11-29 23:10:23.395696 I | rafthttp: started peer 2d508dd0aa9ee691
2018-11-29 23:10:23.395733 I | rafthttp: started streaming with peer 2d508dd0aa9ee691 (stream MsgApp v2 reader)
2018-11-29 23:10:23.395757 I | rafthttp: added peer 2d508dd0aa9ee691
2018-11-29 23:10:23.395781 I | rafthttp: starting peer 3474e3739df12d31...
2018-11-29 23:10:23.395798 I | rafthttp: started HTTP pipelining with peer 3474e3739df12d31
2018-11-29 23:10:23.395896 I | rafthttp: started streaming with peer 2d508dd0aa9ee691 (stream Message reader)
2018-11-29 23:10:23.397255 I | rafthttp: started streaming with peer 3474e3739df12d31 (writer)
