2018-11-28 23:13:18 Jepsen starting etcd :--log-output :stderr :--name ec2-35-174-16-155.compute-1.amazonaws.com :--listen-peer-urls http://ec2-35-174-16-155.compute-1.amazonaws.com:2380 :--listen-client-urls http://ec2-35-174-16-155.compute-1.amazonaws.com:2379 :--advertise-client-urls http://ec2-35-174-16-155.compute-1.amazonaws.com:2379 :--initial-cluster-state :new :--initial-advertise-peer-urls http://ec2-35-174-16-155.compute-1.amazonaws.com:2380 :--initial-cluster ec2-35-174-16-155.compute-1.amazonaws.com=http://ec2-35-174-16-155.compute-1.amazonaws.com:2380,ec2-18-212-141-207.compute-1.amazonaws.com=http://ec2-18-212-141-207.compute-1.amazonaws.com:2380,ec2-18-232-141-137.compute-1.amazonaws.com=http://ec2-18-232-141-137.compute-1.amazonaws.com:2380,ec2-107-23-238-236.compute-1.amazonaws.com=http://ec2-107-23-238-236.compute-1.amazonaws.com:2380,ec2-18-234-71-213.compute-1.amazonaws.com=http://ec2-18-234-71-213.compute-1.amazonaws.com:2380
2018-11-28 23:13:18.629934 I | etcdmain: etcd Version: 3.1.5
2018-11-28 23:13:18.629979 I | etcdmain: Git SHA: 20490ca
2018-11-28 23:13:18.629985 I | etcdmain: Go Version: go1.7.5
2018-11-28 23:13:18.629990 I | etcdmain: Go OS/Arch: linux/amd64
2018-11-28 23:13:18.630068 I | etcdmain: setting maximum number of CPUs to 2, total number of available CPUs is 2
2018-11-28 23:13:18.630082 W | etcdmain: no data-dir provided, using default data-dir ./ec2-35-174-16-155.compute-1.amazonaws.com.etcd
2018-11-28 23:13:18.630097 W | embed: expected IP in URL for binding (http://ec2-35-174-16-155.compute-1.amazonaws.com:2380)
2018-11-28 23:13:18.630104 W | embed: expected IP in URL for binding (http://ec2-35-174-16-155.compute-1.amazonaws.com:2379)
2018-11-28 23:13:18.635690 I | embed: listening for peers on http://ec2-35-174-16-155.compute-1.amazonaws.com:2380
2018-11-28 23:13:18.636241 I | embed: listening for client requests on ec2-35-174-16-155.compute-1.amazonaws.com:2379
2018-11-28 23:13:18.640917 I | pkg/netutil: resolving ec2-35-174-16-155.compute-1.amazonaws.com:2380 to 172.31.21.73:2380
2018-11-28 23:13:18.641328 I | pkg/netutil: resolving ec2-35-174-16-155.compute-1.amazonaws.com:2380 to 172.31.21.73:2380
2018-11-28 23:13:22.642230 I | etcdserver: name = ec2-35-174-16-155.compute-1.amazonaws.com
2018-11-28 23:13:22.642260 I | etcdserver: data dir = ec2-35-174-16-155.compute-1.amazonaws.com.etcd
2018-11-28 23:13:22.642268 I | etcdserver: member dir = ec2-35-174-16-155.compute-1.amazonaws.com.etcd/member
2018-11-28 23:13:22.642274 I | etcdserver: heartbeat = 100ms
2018-11-28 23:13:22.642279 I | etcdserver: election = 1000ms
2018-11-28 23:13:22.642284 I | etcdserver: snapshot count = 10000
2018-11-28 23:13:22.642296 I | etcdserver: advertise client URLs = http://ec2-35-174-16-155.compute-1.amazonaws.com:2379
2018-11-28 23:13:22.642303 I | etcdserver: initial advertise peer URLs = http://ec2-35-174-16-155.compute-1.amazonaws.com:2380
2018-11-28 23:13:22.642344 I | etcdserver: initial cluster = ec2-107-23-238-236.compute-1.amazonaws.com=http://ec2-107-23-238-236.compute-1.amazonaws.com:2380,ec2-18-212-141-207.compute-1.amazonaws.com=http://ec2-18-212-141-207.compute-1.amazonaws.com:2380,ec2-18-232-141-137.compute-1.amazonaws.com=http://ec2-18-232-141-137.compute-1.amazonaws.com:2380,ec2-18-234-71-213.compute-1.amazonaws.com=http://ec2-18-234-71-213.compute-1.amazonaws.com:2380,ec2-35-174-16-155.compute-1.amazonaws.com=http://ec2-35-174-16-155.compute-1.amazonaws.com:2380
2018-11-28 23:13:22.649026 I | etcdserver: starting member 3474e3739df12d31 in cluster d4e906640f16da25
2018-11-28 23:13:22.649058 I | raft: 3474e3739df12d31 became follower at term 0
