2018-11-29 19:41:04 Jepsen starting etcd :--log-output :stderr :--name ec2-18-234-71-213.compute-1.amazonaws.com :--listen-peer-urls http://ec2-18-234-71-213.compute-1.amazonaws.com:2380 :--listen-client-urls http://ec2-18-234-71-213.compute-1.amazonaws.com:2379 :--advertise-client-urls http://ec2-18-234-71-213.compute-1.amazonaws.com:2379 :--initial-cluster-state :new :--initial-advertise-peer-urls http://ec2-18-234-71-213.compute-1.amazonaws.com:2380 :--initial-cluster ec2-35-174-16-155.compute-1.amazonaws.com=http://ec2-35-174-16-155.compute-1.amazonaws.com:2380,ec2-18-212-141-207.compute-1.amazonaws.com=http://ec2-18-212-141-207.compute-1.amazonaws.com:2380,ec2-18-232-141-137.compute-1.amazonaws.com=http://ec2-18-232-141-137.compute-1.amazonaws.com:2380,ec2-107-23-238-236.compute-1.amazonaws.com=http://ec2-107-23-238-236.compute-1.amazonaws.com:2380,ec2-18-234-71-213.compute-1.amazonaws.com=http://ec2-18-234-71-213.compute-1.amazonaws.com:2380
2018-11-29 19:41:04.361898 I | etcdmain: etcd Version: 3.1.5
2018-11-29 19:41:04.361930 I | etcdmain: Git SHA: 20490ca
2018-11-29 19:41:04.361936 I | etcdmain: Go Version: go1.7.5
2018-11-29 19:41:04.361941 I | etcdmain: Go OS/Arch: linux/amd64
2018-11-29 19:41:04.361946 I | etcdmain: setting maximum number of CPUs to 2, total number of available CPUs is 2
2018-11-29 19:41:04.361957 W | etcdmain: no data-dir provided, using default data-dir ./ec2-18-234-71-213.compute-1.amazonaws.com.etcd
2018-11-29 19:41:04.361969 W | embed: expected IP in URL for binding (http://ec2-18-234-71-213.compute-1.amazonaws.com:2380)
2018-11-29 19:41:04.361976 W | embed: expected IP in URL for binding (http://ec2-18-234-71-213.compute-1.amazonaws.com:2379)
2018-11-29 19:41:04.364585 I | embed: listening for peers on http://ec2-18-234-71-213.compute-1.amazonaws.com:2380
2018-11-29 19:41:04.365034 I | embed: listening for client requests on ec2-18-234-71-213.compute-1.amazonaws.com:2379
2018-11-29 19:41:04.369409 I | pkg/netutil: resolving ec2-18-234-71-213.compute-1.amazonaws.com:2380 to 172.31.20.192:2380
2018-11-29 19:41:04.369823 I | pkg/netutil: resolving ec2-18-234-71-213.compute-1.amazonaws.com:2380 to 172.31.20.192:2380
2018-11-29 19:41:08.370875 I | etcdserver: name = ec2-18-234-71-213.compute-1.amazonaws.com
2018-11-29 19:41:08.370909 I | etcdserver: data dir = ec2-18-234-71-213.compute-1.amazonaws.com.etcd
2018-11-29 19:41:08.370917 I | etcdserver: member dir = ec2-18-234-71-213.compute-1.amazonaws.com.etcd/member
2018-11-29 19:41:08.370923 I | etcdserver: heartbeat = 100ms
2018-11-29 19:41:08.370929 I | etcdserver: election = 1000ms
2018-11-29 19:41:08.370934 I | etcdserver: snapshot count = 10000
2018-11-29 19:41:08.370948 I | etcdserver: advertise client URLs = http://ec2-18-234-71-213.compute-1.amazonaws.com:2379
2018-11-29 19:41:08.370955 I | etcdserver: initial advertise peer URLs = http://ec2-18-234-71-213.compute-1.amazonaws.com:2380
2018-11-29 19:41:08.370985 I | etcdserver: initial cluster = ec2-107-23-238-236.compute-1.amazonaws.com=http://ec2-107-23-238-236.compute-1.amazonaws.com:2380,ec2-18-212-141-207.compute-1.amazonaws.com=http://ec2-18-212-141-207.compute-1.amazonaws.com:2380,ec2-18-232-141-137.compute-1.amazonaws.com=http://ec2-18-232-141-137.compute-1.amazonaws.com:2380,ec2-18-234-71-213.compute-1.amazonaws.com=http://ec2-18-234-71-213.compute-1.amazonaws.com:2380,ec2-35-174-16-155.compute-1.amazonaws.com=http://ec2-35-174-16-155.compute-1.amazonaws.com:2380
2018-11-29 19:41:08.376417 I | etcdserver: starting member b230326f6c733c35 in cluster d4e906640f16da25
2018-11-29 19:41:08.376445 I | raft: b230326f6c733c35 became follower at term 0
2018-11-29 19:41:08.376456 I | raft: newRaft b230326f6c733c35 [peers: [], term: 0, commit: 0, applied: 0, lastindex: 0, lastterm: 0]
2018-11-29 19:41:08.376462 I | raft: b230326f6c733c35 became follower at term 1
2018-11-29 19:41:08.388936 I | rafthttp: starting peer 2d508dd0aa9ee691...
2018-11-29 19:41:08.388984 I | rafthttp: started HTTP pipelining with peer 2d508dd0aa9ee691
2018-11-29 19:41:08.390311 I | rafthttp: started streaming with peer 2d508dd0aa9ee691 (writer)
2018-11-29 19:41:08.393850 I | rafthttp: started streaming with peer 2d508dd0aa9ee691 (writer)
2018-11-29 19:41:08.393873 I | rafthttp: started streaming with peer 2d508dd0aa9ee691 (stream Message reader)
2018-11-29 19:41:08.393929 I | rafthttp: started streaming with peer 2d508dd0aa9ee691 (stream MsgApp v2 reader)
2018-11-29 19:41:08.394028 I | rafthttp: started peer 2d508dd0aa9ee691
2018-11-29 19:41:08.394052 I | rafthttp: added peer 2d508dd0aa9ee691
2018-11-29 19:41:08.394097 I | rafthttp: starting peer 3474e3739df12d31...
2018-11-29 19:41:08.394126 I | rafthttp: started HTTP pipelining with peer 3474e3739df12d31
2018-11-29 19:41:08.394999 I | rafthttp: started streaming with peer 3474e3739df12d31 (writer)
2018-11-29 19:41:08.395969 I | rafthttp: started streaming with peer 3474e3739df12d31 (writer)
2018-11-29 19:41:08.396629 I | rafthttp: started peer 3474e3739df12d31
2018-11-29 19:41:08.396648 I | rafthttp: added peer 3474e3739df12d31
2018-11-29 19:41:08.396665 I | rafthttp: starting peer a00c92baa5af8639...
2018-11-29 19:41:08.396719 I | rafthttp: started HTTP pipelining with peer a00c92baa5af8639
2018-11-29 19:41:08.398545 I | rafthttp: started peer a00c92baa5af8639
2018-11-29 19:41:08.398571 I | rafthttp: added peer a00c92baa5af8639
2018-11-29 19:41:08.398587 I | rafthttp: starting peer cecac79a73f45067...
2018-11-29 19:41:08.398602 I | rafthttp: started HTTP pipelining with peer cecac79a73f45067
2018-11-29 19:41:08.399757 I | rafthttp: started peer cecac79a73f45067
2018-11-29 19:41:08.399775 I | rafthttp: added peer cecac79a73f45067
2018-11-29 19:41:08.399789 I | etcdserver: starting server... [version: 3.1.5, cluster version: to_be_decided]
2018-11-29 19:41:08.400417 I | rafthttp: started streaming with peer 3474e3739df12d31 (stream MsgApp v2 reader)
2018-11-29 19:41:08.400483 I | rafthttp: started streaming with peer cecac79a73f45067 (writer)
2018-11-29 19:41:08.400505 I | rafthttp: started streaming with peer cecac79a73f45067 (writer)
2018-11-29 19:41:08.400526 I | rafthttp: started streaming with peer cecac79a73f45067 (stream MsgApp v2 reader)
2018-11-29 19:41:08.400598 I | rafthttp: started streaming with peer 3474e3739df12d31 (stream Message reader)
2018-11-29 19:41:08.400704 I | rafthttp: started streaming with peer cecac79a73f45067 (stream Message reader)
2018-11-29 19:41:08.400777 I | rafthttp: started streaming with peer a00c92baa5af8639 (writer)
2018-11-29 19:41:08.400793 I | rafthttp: started streaming with peer a00c92baa5af8639 (writer)
2018-11-29 19:41:08.400812 I | rafthttp: started streaming with peer a00c92baa5af8639 (stream MsgApp v2 reader)
2018-11-29 19:41:08.400970 I | rafthttp: started streaming with peer a00c92baa5af8639 (stream Message reader)
2018-11-29 19:41:08.401688 I | etcdserver/membership: added member 2d508dd0aa9ee691 [http://ec2-107-23-238-236.compute-1.amazonaws.com:2380] to cluster d4e906640f16da25
2018-11-29 19:41:08.401771 I | etcdserver/membership: added member 3474e3739df12d31 [http://ec2-35-174-16-155.compute-1.amazonaws.com:2380] to cluster d4e906640f16da25
2018-11-29 19:41:08.401845 I | etcdserver/membership: added member a00c92baa5af8639 [http://ec2-18-212-141-207.compute-1.amazonaws.com:2380] to cluster d4e906640f16da25
2018-11-29 19:41:08.401906 I | etcdserver/membership: added member b230326f6c733c35 [http://ec2-18-234-71-213.compute-1.amazonaws.com:2380] to cluster d4e906640f16da25
2018-11-29 19:41:08.402009 I | etcdserver/membership: added member cecac79a73f45067 [http://ec2-18-232-141-137.compute-1.amazonaws.com:2380] to cluster d4e906640f16da25
2018-11-29 19:41:08.406568 I | rafthttp: peer 2d508dd0aa9ee691 became active
2018-11-29 19:41:08.406582 I | rafthttp: established a TCP streaming connection with peer 2d508dd0aa9ee691 (stream MsgApp v2 reader)
2018-11-29 19:41:08.406608 I | rafthttp: established a TCP streaming connection with peer 2d508dd0aa9ee691 (stream Message reader)
2018-11-29 19:41:08.418166 I | rafthttp: peer 3474e3739df12d31 became active
2018-11-29 19:41:08.418186 I | rafthttp: established a TCP streaming connection with peer 3474e3739df12d31 (stream MsgApp v2 reader)
2018-11-29 19:41:08.418303 I | rafthttp: established a TCP streaming connection with peer 3474e3739df12d31 (stream Message reader)
