2018-11-29 00:13:27 Jepsen starting etcd :--log-output :stderr :--name ec2-18-212-141-207.compute-1.amazonaws.com :--listen-peer-urls http://ec2-18-212-141-207.compute-1.amazonaws.com:2380 :--listen-client-urls http://ec2-18-212-141-207.compute-1.amazonaws.com:2379 :--advertise-client-urls http://ec2-18-212-141-207.compute-1.amazonaws.com:2379 :--initial-cluster-state :new :--initial-advertise-peer-urls http://ec2-18-212-141-207.compute-1.amazonaws.com:2380 :--initial-cluster ec2-35-174-16-155.compute-1.amazonaws.com=http://ec2-35-174-16-155.compute-1.amazonaws.com:2380,ec2-18-212-141-207.compute-1.amazonaws.com=http://ec2-18-212-141-207.compute-1.amazonaws.com:2380,ec2-18-232-141-137.compute-1.amazonaws.com=http://ec2-18-232-141-137.compute-1.amazonaws.com:2380,ec2-107-23-238-236.compute-1.amazonaws.com=http://ec2-107-23-238-236.compute-1.amazonaws.com:2380,ec2-18-234-71-213.compute-1.amazonaws.com=http://ec2-18-234-71-213.compute-1.amazonaws.com:2380
2018-11-29 00:13:27.886513 I | etcdmain: etcd Version: 3.1.5
2018-11-29 00:13:27.886609 I | etcdmain: Git SHA: 20490ca
2018-11-29 00:13:27.886617 I | etcdmain: Go Version: go1.7.5
2018-11-29 00:13:27.886622 I | etcdmain: Go OS/Arch: linux/amd64
2018-11-29 00:13:27.886628 I | etcdmain: setting maximum number of CPUs to 2, total number of available CPUs is 2
2018-11-29 00:13:27.886636 W | etcdmain: no data-dir provided, using default data-dir ./ec2-18-212-141-207.compute-1.amazonaws.com.etcd
2018-11-29 00:13:27.886650 W | embed: expected IP in URL for binding (http://ec2-18-212-141-207.compute-1.amazonaws.com:2380)
2018-11-29 00:13:27.886657 W | embed: expected IP in URL for binding (http://ec2-18-212-141-207.compute-1.amazonaws.com:2379)
2018-11-29 00:13:27.888747 I | embed: listening for peers on http://ec2-18-212-141-207.compute-1.amazonaws.com:2380
2018-11-29 00:13:27.889213 I | embed: listening for client requests on ec2-18-212-141-207.compute-1.amazonaws.com:2379
2018-11-29 00:13:27.893718 I | pkg/netutil: resolving ec2-18-212-141-207.compute-1.amazonaws.com:2380 to 172.31.16.109:2380
2018-11-29 00:13:27.894163 I | pkg/netutil: resolving ec2-18-212-141-207.compute-1.amazonaws.com:2380 to 172.31.16.109:2380
2018-11-29 00:13:31.895324 I | etcdserver: name = ec2-18-212-141-207.compute-1.amazonaws.com
2018-11-29 00:13:31.895354 I | etcdserver: data dir = ec2-18-212-141-207.compute-1.amazonaws.com.etcd
2018-11-29 00:13:31.895362 I | etcdserver: member dir = ec2-18-212-141-207.compute-1.amazonaws.com.etcd/member
2018-11-29 00:13:31.895367 I | etcdserver: heartbeat = 100ms
2018-11-29 00:13:31.895372 I | etcdserver: election = 1000ms
2018-11-29 00:13:31.895377 I | etcdserver: snapshot count = 10000
2018-11-29 00:13:31.895390 I | etcdserver: advertise client URLs = http://ec2-18-212-141-207.compute-1.amazonaws.com:2379
2018-11-29 00:13:31.895397 I | etcdserver: initial advertise peer URLs = http://ec2-18-212-141-207.compute-1.amazonaws.com:2380
2018-11-29 00:13:31.895418 I | etcdserver: initial cluster = ec2-107-23-238-236.compute-1.amazonaws.com=http://ec2-107-23-238-236.compute-1.amazonaws.com:2380,ec2-18-212-141-207.compute-1.amazonaws.com=http://ec2-18-212-141-207.compute-1.amazonaws.com:2380,ec2-18-232-141-137.compute-1.amazonaws.com=http://ec2-18-232-141-137.compute-1.amazonaws.com:2380,ec2-18-234-71-213.compute-1.amazonaws.com=http://ec2-18-234-71-213.compute-1.amazonaws.com:2380,ec2-35-174-16-155.compute-1.amazonaws.com=http://ec2-35-174-16-155.compute-1.amazonaws.com:2380
2018-11-29 00:13:31.899606 I | etcdserver: starting member a00c92baa5af8639 in cluster d4e906640f16da25
2018-11-29 00:13:31.899633 I | raft: a00c92baa5af8639 became follower at term 0
2018-11-29 00:13:31.899644 I | raft: newRaft a00c92baa5af8639 [peers: [], term: 0, commit: 0, applied: 0, lastindex: 0, lastterm: 0]
2018-11-29 00:13:31.899650 I | raft: a00c92baa5af8639 became follower at term 1
2018-11-29 00:13:31.913830 I | rafthttp: starting peer 2d508dd0aa9ee691...
