2018-11-29 19:48:14 Jepsen starting etcd :--log-output :stderr :--name ec2-18-232-141-137.compute-1.amazonaws.com :--listen-peer-urls http://ec2-18-232-141-137.compute-1.amazonaws.com:2380 :--listen-client-urls http://ec2-18-232-141-137.compute-1.amazonaws.com:2379 :--advertise-client-urls http://ec2-18-232-141-137.compute-1.amazonaws.com:2379 :--initial-cluster-state :new :--initial-advertise-peer-urls http://ec2-18-232-141-137.compute-1.amazonaws.com:2380 :--initial-cluster ec2-35-174-16-155.compute-1.amazonaws.com=http://ec2-35-174-16-155.compute-1.amazonaws.com:2380,ec2-18-212-141-207.compute-1.amazonaws.com=http://ec2-18-212-141-207.compute-1.amazonaws.com:2380,ec2-18-232-141-137.compute-1.amazonaws.com=http://ec2-18-232-141-137.compute-1.amazonaws.com:2380,ec2-107-23-238-236.compute-1.amazonaws.com=http://ec2-107-23-238-236.compute-1.amazonaws.com:2380,ec2-18-234-71-213.compute-1.amazonaws.com=http://ec2-18-234-71-213.compute-1.amazonaws.com:2380
2018-11-29 19:48:14.230004 I | etcdmain: etcd Version: 3.1.5
2018-11-29 19:48:14.230036 I | etcdmain: Git SHA: 20490ca
2018-11-29 19:48:14.230045 I | etcdmain: Go Version: go1.7.5
2018-11-29 19:48:14.230050 I | etcdmain: Go OS/Arch: linux/amd64
2018-11-29 19:48:14.230055 I | etcdmain: setting maximum number of CPUs to 2, total number of available CPUs is 2
2018-11-29 19:48:14.230067 W | etcdmain: no data-dir provided, using default data-dir ./ec2-18-232-141-137.compute-1.amazonaws.com.etcd
2018-11-29 19:48:14.230080 W | embed: expected IP in URL for binding (http://ec2-18-232-141-137.compute-1.amazonaws.com:2380)
2018-11-29 19:48:14.230088 W | embed: expected IP in URL for binding (http://ec2-18-232-141-137.compute-1.amazonaws.com:2379)
2018-11-29 19:48:14.236254 I | embed: listening for peers on http://ec2-18-232-141-137.compute-1.amazonaws.com:2380
2018-11-29 19:48:14.236741 I | embed: listening for client requests on ec2-18-232-141-137.compute-1.amazonaws.com:2379
2018-11-29 19:48:14.240513 I | pkg/netutil: resolving ec2-18-232-141-137.compute-1.amazonaws.com:2380 to 172.31.22.103:2380
2018-11-29 19:48:14.240953 I | pkg/netutil: resolving ec2-18-232-141-137.compute-1.amazonaws.com:2380 to 172.31.22.103:2380
2018-11-29 19:48:18.242050 I | etcdserver: name = ec2-18-232-141-137.compute-1.amazonaws.com
2018-11-29 19:48:18.242084 I | etcdserver: data dir = ec2-18-232-141-137.compute-1.amazonaws.com.etcd
2018-11-29 19:48:18.242107 I | etcdserver: member dir = ec2-18-232-141-137.compute-1.amazonaws.com.etcd/member
2018-11-29 19:48:18.242114 I | etcdserver: heartbeat = 100ms
2018-11-29 19:48:18.242120 I | etcdserver: election = 1000ms
2018-11-29 19:48:18.242126 I | etcdserver: snapshot count = 10000
2018-11-29 19:48:18.242138 I | etcdserver: advertise client URLs = http://ec2-18-232-141-137.compute-1.amazonaws.com:2379
2018-11-29 19:48:18.242150 I | etcdserver: initial advertise peer URLs = http://ec2-18-232-141-137.compute-1.amazonaws.com:2380
2018-11-29 19:48:18.242180 I | etcdserver: initial cluster = ec2-107-23-238-236.compute-1.amazonaws.com=http://ec2-107-23-238-236.compute-1.amazonaws.com:2380,ec2-18-212-141-207.compute-1.amazonaws.com=http://ec2-18-212-141-207.compute-1.amazonaws.com:2380,ec2-18-232-141-137.compute-1.amazonaws.com=http://ec2-18-232-141-137.compute-1.amazonaws.com:2380,ec2-18-234-71-213.compute-1.amazonaws.com=http://ec2-18-234-71-213.compute-1.amazonaws.com:2380,ec2-35-174-16-155.compute-1.amazonaws.com=http://ec2-35-174-16-155.compute-1.amazonaws.com:2380
2018-11-29 19:48:18.245835 I | etcdserver: starting member cecac79a73f45067 in cluster d4e906640f16da25
2018-11-29 19:48:18.245864 I | raft: cecac79a73f45067 became follower at term 0
2018-11-29 19:48:18.245875 I | raft: newRaft cecac79a73f45067 [peers: [], term: 0, commit: 0, applied: 0, lastindex: 0, lastterm: 0]
2018-11-29 19:48:18.245882 I | raft: cecac79a73f45067 became follower at term 1
2018-11-29 19:48:18.255383 I | rafthttp: starting peer 2d508dd0aa9ee691...
2018-11-29 19:48:18.255450 I | rafthttp: started HTTP pipelining with peer 2d508dd0aa9ee691
2018-11-29 19:48:18.256789 I | rafthttp: started streaming with peer 2d508dd0aa9ee691 (writer)
2018-11-29 19:48:18.257245 I | rafthttp: started streaming with peer 2d508dd0aa9ee691 (writer)
2018-11-29 19:48:18.260316 I | rafthttp: started peer 2d508dd0aa9ee691
2018-11-29 19:48:18.260327 I | rafthttp: started streaming with peer 2d508dd0aa9ee691 (stream Message reader)
2018-11-29 19:48:18.260405 I | rafthttp: started streaming with peer 2d508dd0aa9ee691 (stream MsgApp v2 reader)
2018-11-29 19:48:18.260516 I | rafthttp: added peer 2d508dd0aa9ee691
2018-11-29 19:48:18.260539 I | rafthttp: starting peer 3474e3739df12d31...
2018-11-29 19:48:18.260557 I | rafthttp: started HTTP pipelining with peer 3474e3739df12d31
2018-11-29 19:48:18.262992 I | rafthttp: started streaming with peer 3474e3739df12d31 (writer)
2018-11-29 19:48:18.263977 I | rafthttp: started streaming with peer 3474e3739df12d31 (writer)
2018-11-29 19:48:18.264335 I | rafthttp: started peer 3474e3739df12d31
2018-11-29 19:48:18.264359 I | rafthttp: added peer 3474e3739df12d31
2018-11-29 19:48:18.264377 I | rafthttp: starting peer a00c92baa5af8639...
2018-11-29 19:48:18.264410 I | rafthttp: started HTTP pipelining with peer a00c92baa5af8639
2018-11-29 19:48:18.265033 I | rafthttp: started streaming with peer 3474e3739df12d31 (stream MsgApp v2 reader)
2018-11-29 19:48:18.265236 I | rafthttp: started streaming with peer 3474e3739df12d31 (stream Message reader)
2018-11-29 19:48:18.265905 I | rafthttp: started streaming with peer a00c92baa5af8639 (writer)
2018-11-29 19:48:18.266689 I | rafthttp: started streaming with peer a00c92baa5af8639 (writer)
2018-11-29 19:48:18.266704 I | rafthttp: started streaming with peer a00c92baa5af8639 (stream Message reader)
2018-11-29 19:48:18.266865 I | rafthttp: started streaming with peer a00c92baa5af8639 (stream MsgApp v2 reader)
2018-11-29 19:48:18.266922 I | rafthttp: started peer a00c92baa5af8639
2018-11-29 19:48:18.266948 I | rafthttp: added peer a00c92baa5af8639
2018-11-29 19:48:18.266961 I | rafthttp: starting peer b230326f6c733c35...
2018-11-29 19:48:18.266973 I | rafthttp: started HTTP pipelining with peer b230326f6c733c35
2018-11-29 19:48:18.269652 I | rafthttp: started peer b230326f6c733c35
2018-11-29 19:48:18.269698 I | rafthttp: added peer b230326f6c733c35
2018-11-29 19:48:18.269716 I | etcdserver: starting server... [version: 3.1.5, cluster version: to_be_decided]
2018-11-29 19:48:18.269945 I | rafthttp: started streaming with peer b230326f6c733c35 (writer)
2018-11-29 19:48:18.269966 I | rafthttp: started streaming with peer b230326f6c733c35 (writer)
2018-11-29 19:48:18.269995 I | rafthttp: started streaming with peer b230326f6c733c35 (stream MsgApp v2 reader)
2018-11-29 19:48:18.270177 I | rafthttp: started streaming with peer b230326f6c733c35 (stream Message reader)
2018-11-29 19:48:18.271753 I | etcdserver/membership: added member 2d508dd0aa9ee691 [http://ec2-107-23-238-236.compute-1.amazonaws.com:2380] to cluster d4e906640f16da25
2018-11-29 19:48:18.271853 I | etcdserver/membership: added member 3474e3739df12d31 [http://ec2-35-174-16-155.compute-1.amazonaws.com:2380] to cluster d4e906640f16da25
2018-11-29 19:48:18.271945 I | etcdserver/membership: added member a00c92baa5af8639 [http://ec2-18-212-141-207.compute-1.amazonaws.com:2380] to cluster d4e906640f16da25
2018-11-29 19:48:18.272039 I | etcdserver/membership: added member b230326f6c733c35 [http://ec2-18-234-71-213.compute-1.amazonaws.com:2380] to cluster d4e906640f16da25
2018-11-29 19:48:18.272174 I | etcdserver/membership: added member cecac79a73f45067 [http://ec2-18-232-141-137.compute-1.amazonaws.com:2380] to cluster d4e906640f16da25
2018-11-29 19:48:18.272500 I | rafthttp: peer a00c92baa5af8639 became active
2018-11-29 19:48:18.272518 I | rafthttp: established a TCP streaming connection with peer a00c92baa5af8639 (stream MsgApp v2 writer)
2018-11-29 19:48:18.272568 I | rafthttp: peer 3474e3739df12d31 became active
2018-11-29 19:48:18.272581 I | rafthttp: established a TCP streaming connection with peer 3474e3739df12d31 (stream MsgApp v2 reader)
2018-11-29 19:48:18.272669 I | rafthttp: established a TCP streaming connection with peer 3474e3739df12d31 (stream Message reader)
2018-11-29 19:48:18.272797 I | rafthttp: peer b230326f6c733c35 became active
2018-11-29 19:48:18.272813 I | rafthttp: established a TCP streaming connection with peer b230326f6c733c35 (stream Message writer)
2018-11-29 19:48:18.272953 I | rafthttp: established a TCP streaming connection with peer b230326f6c733c35 (stream MsgApp v2 writer)
2018-11-29 19:48:18.273065 I | rafthttp: established a TCP streaming connection with peer a00c92baa5af8639 (stream Message writer)
2018-11-29 19:48:18.274946 I | rafthttp: established a TCP streaming connection with peer b230326f6c733c35 (stream Message reader)
2018-11-29 19:48:18.274967 I | rafthttp: established a TCP streaming connection with peer a00c92baa5af8639 (stream MsgApp v2 reader)
2018-11-29 19:48:18.274978 I | rafthttp: established a TCP streaming connection with peer b230326f6c733c35 (stream MsgApp v2 reader)
2018-11-29 19:48:18.279357 I | rafthttp: peer 2d508dd0aa9ee691 became active
2018-11-29 19:48:18.279378 I | rafthttp: established a TCP streaming connection with peer 2d508dd0aa9ee691 (stream MsgApp v2 writer)
2018-11-29 19:48:18.279532 I | rafthttp: established a TCP streaming connection with peer 2d508dd0aa9ee691 (stream Message writer)
2018-11-29 19:48:18.279586 I | rafthttp: established a TCP streaming connection with peer 2d508dd0aa9ee691 (stream Message reader)
2018-11-29 19:48:18.279631 I | rafthttp: established a TCP streaming connection with peer 2d508dd0aa9ee691 (stream MsgApp v2 reader)
2018-11-29 19:48:18.279774 I | rafthttp: established a TCP streaming connection with peer 3474e3739df12d31 (stream Message writer)
2018-11-29 19:48:18.279901 I | rafthttp: established a TCP streaming connection with peer a00c92baa5af8639 (stream Message reader)
2018-11-29 19:48:18.279983 I | rafthttp: established a TCP streaming connection with peer 3474e3739df12d31 (stream MsgApp v2 writer)
2018-11-29 19:48:18.343674 I | raft: cecac79a73f45067 [term: 1] received a MsgVote message with higher term from 3474e3739df12d31 [term: 2]
2018-11-29 19:48:18.343705 I | raft: cecac79a73f45067 became follower at term 2
2018-11-29 19:48:18.343717 I | raft: cecac79a73f45067 [logterm: 1, index: 5, vote: 0] cast MsgVote for 3474e3739df12d31 [logterm: 1, index: 5] at term 2
2018-11-29 19:48:18.344089 I | raft: cecac79a73f45067 [logterm: 1, index: 5, vote: 3474e3739df12d31] rejected MsgVote from a00c92baa5af8639 [logterm: 1, index: 5] at term 2
2018-11-29 19:48:18.345414 I | raft: raft.node: cecac79a73f45067 elected leader 3474e3739df12d31 at term 2
2018-11-29 19:48:18.349678 I | etcdserver: published {Name:ec2-18-232-141-137.compute-1.amazonaws.com ClientURLs:[http://ec2-18-232-141-137.compute-1.amazonaws.com:2379]} to cluster d4e906640f16da25
2018-11-29 19:48:18.349756 I | embed: ready to serve client requests
2018-11-29 19:48:18.349778 E | etcdmain: forgot to set Type=notify in systemd service file?
2018-11-29 19:48:18.350011 N | embed: serving insecure client requests on 172.31.22.103:2379, this is strongly discouraged!
2018-11-29 19:48:18.355623 N | etcdserver/membership: set the initial cluster version to 3.1
2018-11-29 19:48:18.355681 I | etcdserver/api: enabled capabilities for version 3.1
2018-11-29 19:48:30.744072 I | raft: cecac79a73f45067 [logterm: 2, index: 34, vote: 3474e3739df12d31] ignored MsgVote from a00c92baa5af8639 [logterm: 2, index: 34] at term 2: lease is not expired (remaining ticks: 1)
2018-11-29 19:48:30.846173 I | raft: cecac79a73f45067 is starting a new election at term 2
2018-11-29 19:48:30.846217 I | raft: cecac79a73f45067 became candidate at term 3
2018-11-29 19:48:30.846229 I | raft: cecac79a73f45067 received MsgVoteResp from cecac79a73f45067 at term 3
2018-11-29 19:48:30.846239 I | raft: cecac79a73f45067 [logterm: 2, index: 34] sent MsgVote request to 2d508dd0aa9ee691 at term 3
2018-11-29 19:48:30.846251 I | raft: cecac79a73f45067 [logterm: 2, index: 34] sent MsgVote request to 3474e3739df12d31 at term 3
2018-11-29 19:48:30.846260 I | raft: cecac79a73f45067 [logterm: 2, index: 34] sent MsgVote request to a00c92baa5af8639 at term 3
2018-11-29 19:48:30.846283 I | raft: cecac79a73f45067 [logterm: 2, index: 34] sent MsgVote request to b230326f6c733c35 at term 3
2018-11-29 19:48:30.846291 I | raft: raft.node: cecac79a73f45067 lost leader 3474e3739df12d31 at term 3
2018-11-29 19:48:30.847655 I | raft: cecac79a73f45067 received MsgVoteResp rejection from a00c92baa5af8639 at term 3
2018-11-29 19:48:30.847689 I | raft: cecac79a73f45067 [quorum:3] has received 1 MsgVoteResp votes and 1 vote rejections
2018-11-29 19:48:32.644897 I | raft: cecac79a73f45067 [term: 3] received a MsgVote message with higher term from a00c92baa5af8639 [term: 4]
2018-11-29 19:48:32.644946 I | raft: cecac79a73f45067 became follower at term 4
2018-11-29 19:48:32.645770 I | raft: cecac79a73f45067 [logterm: 2, index: 34, vote: 0] cast MsgVote for a00c92baa5af8639 [logterm: 2, index: 34] at term 4
2018-11-29 19:48:33.265798 W | rafthttp: lost the TCP streaming connection with peer b230326f6c733c35 (stream MsgApp v2 reader)
2018-11-29 19:48:33.265835 E | rafthttp: failed to read b230326f6c733c35 on stream MsgApp v2 (read tcp 172.31.22.103:42440->172.31.20.192:2380: i/o timeout)
2018-11-29 19:48:33.265842 I | rafthttp: peer b230326f6c733c35 became inactive
2018-11-29 19:48:33.268300 W | rafthttp: lost the TCP streaming connection with peer b230326f6c733c35 (stream Message reader)
2018-11-29 19:48:33.269337 W | rafthttp: lost the TCP streaming connection with peer 2d508dd0aa9ee691 (stream Message reader)
2018-11-29 19:48:33.269355 E | rafthttp: failed to read 2d508dd0aa9ee691 on stream Message (read tcp 172.31.22.103:13565->172.31.24.89:2380: i/o timeout)
2018-11-29 19:48:33.269361 I | rafthttp: peer 2d508dd0aa9ee691 became inactive
2018-11-29 19:48:33.269414 W | rafthttp: lost the TCP streaming connection with peer 2d508dd0aa9ee691 (stream MsgApp v2 reader)
2018-11-29 19:48:33.749244 W | rafthttp: lost the TCP streaming connection with peer 3474e3739df12d31 (stream MsgApp v2 reader)
2018-11-29 19:48:33.749283 E | rafthttp: failed to read 3474e3739df12d31 on stream MsgApp v2 (read tcp 172.31.22.103:44004->172.31.21.73:2380: i/o timeout)
2018-11-29 19:48:33.749291 I | rafthttp: peer 3474e3739df12d31 became inactive
2018-11-29 19:48:33.844182 I | raft: cecac79a73f45067 [term: 4] received a MsgVote message with higher term from a00c92baa5af8639 [term: 5]
2018-11-29 19:48:33.844219 I | raft: cecac79a73f45067 became follower at term 5
2018-11-29 19:48:33.844232 I | raft: cecac79a73f45067 [logterm: 2, index: 34, vote: 0] cast MsgVote for a00c92baa5af8639 [logterm: 2, index: 34] at term 5
2018-11-29 19:48:34.842885 W | rafthttp: lost the TCP streaming connection with peer 3474e3739df12d31 (stream Message reader)
2018-11-29 19:48:34.946375 I | raft: cecac79a73f45067 is starting a new election at term 5
2018-11-29 19:48:34.946408 I | raft: cecac79a73f45067 became candidate at term 6
2018-11-29 19:48:34.946418 I | raft: cecac79a73f45067 received MsgVoteResp from cecac79a73f45067 at term 6
2018-11-29 19:48:34.946429 I | raft: cecac79a73f45067 [logterm: 2, index: 34] sent MsgVote request to 2d508dd0aa9ee691 at term 6
2018-11-29 19:48:34.946442 I | raft: cecac79a73f45067 [logterm: 2, index: 34] sent MsgVote request to 3474e3739df12d31 at term 6
2018-11-29 19:48:34.946451 I | raft: cecac79a73f45067 [logterm: 2, index: 34] sent MsgVote request to a00c92baa5af8639 at term 6
2018-11-29 19:48:34.946460 I | raft: cecac79a73f45067 [logterm: 2, index: 34] sent MsgVote request to b230326f6c733c35 at term 6
2018-11-29 19:48:34.948358 I | raft: cecac79a73f45067 received MsgVoteResp from a00c92baa5af8639 at term 6
2018-11-29 19:48:34.948377 I | raft: cecac79a73f45067 [quorum:3] has received 2 MsgVoteResp votes and 0 vote rejections
2018-11-29 19:48:35.151985 I | rafthttp: peer 3474e3739df12d31 became active
2018-11-29 19:48:35.152014 I | rafthttp: established a TCP streaming connection with peer 3474e3739df12d31 (stream MsgApp v2 reader)
2018-11-29 19:48:35.657704 I | rafthttp: peer 2d508dd0aa9ee691 became active
2018-11-29 19:48:35.657733 W | rafthttp: closed an existing TCP streaming connection with peer 2d508dd0aa9ee691 (stream MsgApp v2 writer)
2018-11-29 19:48:35.657749 I | rafthttp: established a TCP streaming connection with peer 2d508dd0aa9ee691 (stream MsgApp v2 writer)
2018-11-29 19:48:35.657967 W | rafthttp: closed an existing TCP streaming connection with peer 2d508dd0aa9ee691 (stream Message writer)
2018-11-29 19:48:35.657978 I | rafthttp: established a TCP streaming connection with peer 2d508dd0aa9ee691 (stream Message writer)
2018-11-29 19:48:35.662980 W | rafthttp: closed an existing TCP streaming connection with peer 3474e3739df12d31 (stream MsgApp v2 writer)
2018-11-29 19:48:35.662993 I | rafthttp: established a TCP streaming connection with peer 3474e3739df12d31 (stream MsgApp v2 writer)
2018-11-29 19:48:35.665293 I | rafthttp: peer b230326f6c733c35 became active
2018-11-29 19:48:35.665311 I | rafthttp: established a TCP streaming connection with peer b230326f6c733c35 (stream MsgApp v2 reader)
2018-11-29 19:48:35.668940 I | rafthttp: established a TCP streaming connection with peer 2d508dd0aa9ee691 (stream Message reader)
2018-11-29 19:48:35.668972 I | rafthttp: established a TCP streaming connection with peer 2d508dd0aa9ee691 (stream MsgApp v2 reader)
2018-11-29 19:48:35.669296 I | rafthttp: established a TCP streaming connection with peer b230326f6c733c35 (stream Message reader)
2018-11-29 19:48:35.672270 W | rafthttp: closed an existing TCP streaming connection with peer b230326f6c733c35 (stream Message writer)
2018-11-29 19:48:35.672286 I | rafthttp: established a TCP streaming connection with peer b230326f6c733c35 (stream Message writer)
2018-11-29 19:48:35.677722 W | rafthttp: closed an existing TCP streaming connection with peer b230326f6c733c35 (stream MsgApp v2 writer)
2018-11-29 19:48:35.677741 I | rafthttp: established a TCP streaming connection with peer b230326f6c733c35 (stream MsgApp v2 writer)
