2018-11-29 19:41:03 Jepsen starting etcd :--log-output :stderr :--name ec2-18-232-141-137.compute-1.amazonaws.com :--listen-peer-urls http://ec2-18-232-141-137.compute-1.amazonaws.com:2380 :--listen-client-urls http://ec2-18-232-141-137.compute-1.amazonaws.com:2379 :--advertise-client-urls http://ec2-18-232-141-137.compute-1.amazonaws.com:2379 :--initial-cluster-state :new :--initial-advertise-peer-urls http://ec2-18-232-141-137.compute-1.amazonaws.com:2380 :--initial-cluster ec2-35-174-16-155.compute-1.amazonaws.com=http://ec2-35-174-16-155.compute-1.amazonaws.com:2380,ec2-18-212-141-207.compute-1.amazonaws.com=http://ec2-18-212-141-207.compute-1.amazonaws.com:2380,ec2-18-232-141-137.compute-1.amazonaws.com=http://ec2-18-232-141-137.compute-1.amazonaws.com:2380,ec2-107-23-238-236.compute-1.amazonaws.com=http://ec2-107-23-238-236.compute-1.amazonaws.com:2380,ec2-18-234-71-213.compute-1.amazonaws.com=http://ec2-18-234-71-213.compute-1.amazonaws.com:2380
2018-11-29 19:41:03.844176 I | etcdmain: etcd Version: 3.1.5
2018-11-29 19:41:03.844210 I | etcdmain: Git SHA: 20490ca
2018-11-29 19:41:03.844216 I | etcdmain: Go Version: go1.7.5
2018-11-29 19:41:03.844221 I | etcdmain: Go OS/Arch: linux/amd64
2018-11-29 19:41:03.844227 I | etcdmain: setting maximum number of CPUs to 2, total number of available CPUs is 2
2018-11-29 19:41:03.844235 W | etcdmain: no data-dir provided, using default data-dir ./ec2-18-232-141-137.compute-1.amazonaws.com.etcd
2018-11-29 19:41:03.844248 W | embed: expected IP in URL for binding (http://ec2-18-232-141-137.compute-1.amazonaws.com:2380)
2018-11-29 19:41:03.844255 W | embed: expected IP in URL for binding (http://ec2-18-232-141-137.compute-1.amazonaws.com:2379)
2018-11-29 19:41:03.846693 I | embed: listening for peers on http://ec2-18-232-141-137.compute-1.amazonaws.com:2380
2018-11-29 19:41:03.847168 I | embed: listening for client requests on ec2-18-232-141-137.compute-1.amazonaws.com:2379
2018-11-29 19:41:04.241330 I | pkg/netutil: resolving ec2-18-232-141-137.compute-1.amazonaws.com:2380 to 172.31.22.103:2380
2018-11-29 19:41:04.241889 I | pkg/netutil: resolving ec2-18-232-141-137.compute-1.amazonaws.com:2380 to 172.31.22.103:2380
2018-11-29 19:41:07.887760 I | etcdserver: name = ec2-18-232-141-137.compute-1.amazonaws.com
2018-11-29 19:41:07.887788 I | etcdserver: data dir = ec2-18-232-141-137.compute-1.amazonaws.com.etcd
2018-11-29 19:41:07.887797 I | etcdserver: member dir = ec2-18-232-141-137.compute-1.amazonaws.com.etcd/member
2018-11-29 19:41:07.887803 I | etcdserver: heartbeat = 100ms
2018-11-29 19:41:07.887808 I | etcdserver: election = 1000ms
2018-11-29 19:41:07.887813 I | etcdserver: snapshot count = 10000
