2018-11-29 23:16:50 Jepsen starting etcd :--log-output :stderr :--name ec2-107-23-238-236.compute-1.amazonaws.com :--listen-peer-urls http://ec2-107-23-238-236.compute-1.amazonaws.com:2380 :--listen-client-urls http://ec2-107-23-238-236.compute-1.amazonaws.com:2379 :--advertise-client-urls http://ec2-107-23-238-236.compute-1.amazonaws.com:2379 :--initial-cluster-state :new :--initial-advertise-peer-urls http://ec2-107-23-238-236.compute-1.amazonaws.com:2380 :--initial-cluster ec2-35-174-16-155.compute-1.amazonaws.com=http://ec2-35-174-16-155.compute-1.amazonaws.com:2380,ec2-18-212-141-207.compute-1.amazonaws.com=http://ec2-18-212-141-207.compute-1.amazonaws.com:2380,ec2-18-232-141-137.compute-1.amazonaws.com=http://ec2-18-232-141-137.compute-1.amazonaws.com:2380,ec2-107-23-238-236.compute-1.amazonaws.com=http://ec2-107-23-238-236.compute-1.amazonaws.com:2380,ec2-18-234-71-213.compute-1.amazonaws.com=http://ec2-18-234-71-213.compute-1.amazonaws.com:2380
2018-11-29 23:16:50.799174 I | etcdmain: etcd Version: 3.1.5
2018-11-29 23:16:50.799216 I | etcdmain: Git SHA: 20490ca
2018-11-29 23:16:50.799222 I | etcdmain: Go Version: go1.7.5
2018-11-29 23:16:50.799227 I | etcdmain: Go OS/Arch: linux/amd64
2018-11-29 23:16:50.799232 I | etcdmain: setting maximum number of CPUs to 2, total number of available CPUs is 2
2018-11-29 23:16:50.799241 W | etcdmain: no data-dir provided, using default data-dir ./ec2-107-23-238-236.compute-1.amazonaws.com.etcd
2018-11-29 23:16:50.799257 W | embed: expected IP in URL for binding (http://ec2-107-23-238-236.compute-1.amazonaws.com:2380)
2018-11-29 23:16:50.799264 W | embed: expected IP in URL for binding (http://ec2-107-23-238-236.compute-1.amazonaws.com:2379)
2018-11-29 23:16:50.801959 I | embed: listening for peers on http://ec2-107-23-238-236.compute-1.amazonaws.com:2380
2018-11-29 23:16:50.802466 I | embed: listening for client requests on ec2-107-23-238-236.compute-1.amazonaws.com:2379
2018-11-29 23:16:50.806663 I | pkg/netutil: resolving ec2-107-23-238-236.compute-1.amazonaws.com:2380 to 172.31.24.89:2380
2018-11-29 23:16:50.807084 I | pkg/netutil: resolving ec2-107-23-238-236.compute-1.amazonaws.com:2380 to 172.31.24.89:2380
2018-11-29 23:16:54.808114 I | etcdserver: name = ec2-107-23-238-236.compute-1.amazonaws.com
2018-11-29 23:16:54.808152 I | etcdserver: data dir = ec2-107-23-238-236.compute-1.amazonaws.com.etcd
2018-11-29 23:16:54.808161 I | etcdserver: member dir = ec2-107-23-238-236.compute-1.amazonaws.com.etcd/member
2018-11-29 23:16:54.808168 I | etcdserver: heartbeat = 100ms
2018-11-29 23:16:54.808173 I | etcdserver: election = 1000ms
2018-11-29 23:16:54.808179 I | etcdserver: snapshot count = 10000
2018-11-29 23:16:54.808194 I | etcdserver: advertise client URLs = http://ec2-107-23-238-236.compute-1.amazonaws.com:2379
2018-11-29 23:16:54.808201 I | etcdserver: initial advertise peer URLs = http://ec2-107-23-238-236.compute-1.amazonaws.com:2380
2018-11-29 23:16:54.808241 I | etcdserver: initial cluster = ec2-107-23-238-236.compute-1.amazonaws.com=http://ec2-107-23-238-236.compute-1.amazonaws.com:2380,ec2-18-212-141-207.compute-1.amazonaws.com=http://ec2-18-212-141-207.compute-1.amazonaws.com:2380,ec2-18-232-141-137.compute-1.amazonaws.com=http://ec2-18-232-141-137.compute-1.amazonaws.com:2380,ec2-18-234-71-213.compute-1.amazonaws.com=http://ec2-18-234-71-213.compute-1.amazonaws.com:2380,ec2-35-174-16-155.compute-1.amazonaws.com=http://ec2-35-174-16-155.compute-1.amazonaws.com:2380
2018-11-29 23:16:54.812031 I | etcdserver: starting member 2d508dd0aa9ee691 in cluster d4e906640f16da25
2018-11-29 23:16:54.812060 I | raft: 2d508dd0aa9ee691 became follower at term 0
2018-11-29 23:16:54.812071 I | raft: newRaft 2d508dd0aa9ee691 [peers: [], term: 0, commit: 0, applied: 0, lastindex: 0, lastterm: 0]
2018-11-29 23:16:54.812078 I | raft: 2d508dd0aa9ee691 became follower at term 1
2018-11-29 23:16:54.821350 I | rafthttp: starting peer 3474e3739df12d31...
2018-11-29 23:16:54.821397 I | rafthttp: started HTTP pipelining with peer 3474e3739df12d31
2018-11-29 23:16:54.822735 I | rafthttp: started streaming with peer 3474e3739df12d31 (writer)
2018-11-29 23:16:54.826121 I | rafthttp: started streaming with peer 3474e3739df12d31 (writer)
2018-11-29 23:16:54.826146 I | rafthttp: started streaming with peer 3474e3739df12d31 (stream Message reader)
2018-11-29 23:16:54.826190 I | rafthttp: started streaming with peer 3474e3739df12d31 (stream MsgApp v2 reader)
