2018-11-28 23:13:18 Jepsen starting etcd :--log-output :stderr :--name ec2-18-232-141-137.compute-1.amazonaws.com :--listen-peer-urls http://ec2-18-232-141-137.compute-1.amazonaws.com:2380 :--listen-client-urls http://ec2-18-232-141-137.compute-1.amazonaws.com:2379 :--advertise-client-urls http://ec2-18-232-141-137.compute-1.amazonaws.com:2379 :--initial-cluster-state :new :--initial-advertise-peer-urls http://ec2-18-232-141-137.compute-1.amazonaws.com:2380 :--initial-cluster ec2-35-174-16-155.compute-1.amazonaws.com=http://ec2-35-174-16-155.compute-1.amazonaws.com:2380,ec2-18-212-141-207.compute-1.amazonaws.com=http://ec2-18-212-141-207.compute-1.amazonaws.com:2380,ec2-18-232-141-137.compute-1.amazonaws.com=http://ec2-18-232-141-137.compute-1.amazonaws.com:2380,ec2-107-23-238-236.compute-1.amazonaws.com=http://ec2-107-23-238-236.compute-1.amazonaws.com:2380,ec2-18-234-71-213.compute-1.amazonaws.com=http://ec2-18-234-71-213.compute-1.amazonaws.com:2380
2018-11-28 23:13:18.407611 I | etcdmain: etcd Version: 3.1.5
2018-11-28 23:13:18.407654 I | etcdmain: Git SHA: 20490ca
2018-11-28 23:13:18.407659 I | etcdmain: Go Version: go1.7.5
2018-11-28 23:13:18.407664 I | etcdmain: Go OS/Arch: linux/amd64
2018-11-28 23:13:18.407670 I | etcdmain: setting maximum number of CPUs to 2, total number of available CPUs is 2
2018-11-28 23:13:18.407678 W | etcdmain: no data-dir provided, using default data-dir ./ec2-18-232-141-137.compute-1.amazonaws.com.etcd
2018-11-28 23:13:18.407692 W | embed: expected IP in URL for binding (http://ec2-18-232-141-137.compute-1.amazonaws.com:2380)
2018-11-28 23:13:18.407698 W | embed: expected IP in URL for binding (http://ec2-18-232-141-137.compute-1.amazonaws.com:2379)
2018-11-28 23:13:18.409713 I | embed: listening for peers on http://ec2-18-232-141-137.compute-1.amazonaws.com:2380
2018-11-28 23:13:18.410299 I | embed: listening for client requests on ec2-18-232-141-137.compute-1.amazonaws.com:2379
2018-11-28 23:13:18.414486 I | pkg/netutil: resolving ec2-18-232-141-137.compute-1.amazonaws.com:2380 to 172.31.22.103:2380
2018-11-28 23:13:18.414917 I | pkg/netutil: resolving ec2-18-232-141-137.compute-1.amazonaws.com:2380 to 172.31.22.103:2380
2018-11-28 23:13:22.366663 I | etcdserver: name = ec2-18-232-141-137.compute-1.amazonaws.com
2018-11-28 23:13:22.366693 I | etcdserver: data dir = ec2-18-232-141-137.compute-1.amazonaws.com.etcd
2018-11-28 23:13:22.366701 I | etcdserver: member dir = ec2-18-232-141-137.compute-1.amazonaws.com.etcd/member
2018-11-28 23:13:22.366707 I | etcdserver: heartbeat = 100ms
2018-11-28 23:13:22.366712 I | etcdserver: election = 1000ms
2018-11-28 23:13:22.366717 I | etcdserver: snapshot count = 10000
2018-11-28 23:13:22.366729 I | etcdserver: advertise client URLs = http://ec2-18-232-141-137.compute-1.amazonaws.com:2379
2018-11-28 23:13:22.366736 I | etcdserver: initial advertise peer URLs = http://ec2-18-232-141-137.compute-1.amazonaws.com:2380
2018-11-28 23:13:22.366754 I | etcdserver: initial cluster = ec2-107-23-238-236.compute-1.amazonaws.com=http://ec2-107-23-238-236.compute-1.amazonaws.com:2380,ec2-18-212-141-207.compute-1.amazonaws.com=http://ec2-18-212-141-207.compute-1.amazonaws.com:2380,ec2-18-232-141-137.compute-1.amazonaws.com=http://ec2-18-232-141-137.compute-1.amazonaws.com:2380,ec2-18-234-71-213.compute-1.amazonaws.com=http://ec2-18-234-71-213.compute-1.amazonaws.com:2380,ec2-35-174-16-155.compute-1.amazonaws.com=http://ec2-35-174-16-155.compute-1.amazonaws.com:2380
2018-11-28 23:13:22.371638 I | etcdserver: starting member cecac79a73f45067 in cluster d4e906640f16da25
2018-11-28 23:13:22.371667 I | raft: cecac79a73f45067 became follower at term 0
2018-11-28 23:13:22.371678 I | raft: newRaft cecac79a73f45067 [peers: [], term: 0, commit: 0, applied: 0, lastindex: 0, lastterm: 0]
2018-11-28 23:13:22.371687 I | raft: cecac79a73f45067 became follower at term 1
2018-11-28 23:13:22.382376 I | rafthttp: starting peer 2d508dd0aa9ee691...
2018-11-28 23:13:22.382432 I | rafthttp: started HTTP pipelining with peer 2d508dd0aa9ee691
2018-11-28 23:13:22.383625 I | rafthttp: started streaming with peer 2d508dd0aa9ee691 (writer)
2018-11-28 23:13:22.383945 I | rafthttp: started streaming with peer 2d508dd0aa9ee691 (writer)
2018-11-28 23:13:22.387541 I | rafthttp: started peer 2d508dd0aa9ee691
2018-11-28 23:13:22.387570 I | rafthttp: added peer 2d508dd0aa9ee691
2018-11-28 23:13:22.387591 I | rafthttp: starting peer 3474e3739df12d31...
2018-11-28 23:13:22.387617 I | rafthttp: started HTTP pipelining with peer 3474e3739df12d31
2018-11-28 23:13:22.388051 I | rafthttp: started streaming with peer 2d508dd0aa9ee691 (stream MsgApp v2 reader)
2018-11-28 23:13:22.389668 I | rafthttp: started streaming with peer 2d508dd0aa9ee691 (stream Message reader)
2018-11-28 23:13:22.389942 I | rafthttp: started streaming with peer 3474e3739df12d31 (writer)
2018-11-28 23:13:22.391878 I | rafthttp: started peer 3474e3739df12d31
2018-11-28 23:13:22.391923 I | rafthttp: added peer 3474e3739df12d31
2018-11-28 23:13:22.391943 I | rafthttp: starting peer a00c92baa5af8639...
2018-11-28 23:13:22.391982 I | rafthttp: started HTTP pipelining with peer a00c92baa5af8639
2018-11-28 23:13:22.392757 I | rafthttp: started streaming with peer a00c92baa5af8639 (writer)
2018-11-28 23:13:22.393079 I | rafthttp: started streaming with peer 3474e3739df12d31 (writer)
2018-11-28 23:13:22.393245 I | rafthttp: started streaming with peer 3474e3739df12d31 (stream MsgApp v2 reader)
2018-11-28 23:13:22.393773 I | rafthttp: started streaming with peer a00c92baa5af8639 (writer)
2018-11-28 23:13:22.394210 I | rafthttp: started peer a00c92baa5af8639
2018-11-28 23:13:22.394233 I | rafthttp: added peer a00c92baa5af8639
2018-11-28 23:13:22.394250 I | rafthttp: starting peer b230326f6c733c35...
2018-11-28 23:13:22.394293 I | rafthttp: started HTTP pipelining with peer b230326f6c733c35
2018-11-28 23:13:22.394518 I | rafthttp: started streaming with peer 3474e3739df12d31 (stream Message reader)
2018-11-28 23:13:22.395312 I | rafthttp: started streaming with peer a00c92baa5af8639 (stream Message reader)
2018-11-28 23:13:22.396629 I | rafthttp: started peer b230326f6c733c35
2018-11-28 23:13:22.396653 I | rafthttp: added peer b230326f6c733c35
2018-11-28 23:13:22.396670 I | etcdserver: starting server... [version: 3.1.5, cluster version: to_be_decided]
2018-11-28 23:13:22.396981 I | rafthttp: started streaming with peer a00c92baa5af8639 (stream MsgApp v2 reader)
2018-11-28 23:13:22.397186 I | rafthttp: started streaming with peer b230326f6c733c35 (writer)
2018-11-28 23:13:22.397208 I | rafthttp: started streaming with peer b230326f6c733c35 (writer)
2018-11-28 23:13:22.397253 I | rafthttp: started streaming with peer b230326f6c733c35 (stream MsgApp v2 reader)
2018-11-28 23:13:22.397564 I | rafthttp: started streaming with peer b230326f6c733c35 (stream Message reader)
2018-11-28 23:13:22.397802 I | rafthttp: peer 2d508dd0aa9ee691 became active
2018-11-28 23:13:22.397820 I | rafthttp: established a TCP streaming connection with peer 2d508dd0aa9ee691 (stream Message reader)
2018-11-28 23:13:22.398170 I | rafthttp: peer 3474e3739df12d31 became active
2018-11-28 23:13:22.398189 I | rafthttp: established a TCP streaming connection with peer 3474e3739df12d31 (stream Message writer)
2018-11-28 23:13:22.398718 I | rafthttp: established a TCP streaming connection with peer 2d508dd0aa9ee691 (stream MsgApp v2 writer)
2018-11-28 23:13:22.399106 I | etcdserver/membership: added member 2d508dd0aa9ee691 [http://ec2-107-23-238-236.compute-1.amazonaws.com:2380] to cluster d4e906640f16da25
2018-11-28 23:13:22.399210 I | etcdserver/membership: added member 3474e3739df12d31 [http://ec2-35-174-16-155.compute-1.amazonaws.com:2380] to cluster d4e906640f16da25
2018-11-28 23:13:22.399319 I | etcdserver/membership: added member a00c92baa5af8639 [http://ec2-18-212-141-207.compute-1.amazonaws.com:2380] to cluster d4e906640f16da25
2018-11-28 23:13:22.399343 I | rafthttp: established a TCP streaming connection with peer 3474e3739df12d31 (stream MsgApp v2 writer)
2018-11-28 23:13:22.399427 I | etcdserver/membership: added member b230326f6c733c35 [http://ec2-18-234-71-213.compute-1.amazonaws.com:2380] to cluster d4e906640f16da25
2018-11-28 23:13:22.399553 I | etcdserver/membership: added member cecac79a73f45067 [http://ec2-18-232-141-137.compute-1.amazonaws.com:2380] to cluster d4e906640f16da25
2018-11-28 23:13:22.399584 I | rafthttp: established a TCP streaming connection with peer 2d508dd0aa9ee691 (stream MsgApp v2 reader)
2018-11-28 23:13:22.400166 I | rafthttp: established a TCP streaming connection with peer 3474e3739df12d31 (stream MsgApp v2 reader)
2018-11-28 23:13:22.400491 I | rafthttp: established a TCP streaming connection with peer 2d508dd0aa9ee691 (stream Message writer)
2018-11-28 23:13:22.405176 I | rafthttp: established a TCP streaming connection with peer 3474e3739df12d31 (stream Message reader)
2018-11-28 23:13:22.405444 I | rafthttp: peer b230326f6c733c35 became active
2018-11-28 23:13:22.405462 I | rafthttp: established a TCP streaming connection with peer b230326f6c733c35 (stream MsgApp v2 writer)
2018-11-28 23:13:22.405511 I | rafthttp: established a TCP streaming connection with peer b230326f6c733c35 (stream Message reader)
2018-11-28 23:13:22.405652 I | rafthttp: established a TCP streaming connection with peer b230326f6c733c35 (stream Message writer)
2018-11-28 23:13:22.405703 I | rafthttp: established a TCP streaming connection with peer b230326f6c733c35 (stream MsgApp v2 reader)
2018-11-28 23:13:22.537403 I | rafthttp: peer a00c92baa5af8639 became active
2018-11-28 23:13:22.537437 I | rafthttp: established a TCP streaming connection with peer a00c92baa5af8639 (stream MsgApp v2 reader)
2018-11-28 23:13:22.537445 I | rafthttp: established a TCP streaming connection with peer a00c92baa5af8639 (stream Message reader)
2018-11-28 23:13:22.538786 I | rafthttp: established a TCP streaming connection with peer a00c92baa5af8639 (stream MsgApp v2 writer)
2018-11-28 23:13:22.538861 I | rafthttp: established a TCP streaming connection with peer a00c92baa5af8639 (stream Message writer)
2018-11-28 23:13:22.738375 I | raft: cecac79a73f45067 [term: 1] received a MsgVote message with higher term from 3474e3739df12d31 [term: 2]
2018-11-28 23:13:22.738413 I | raft: cecac79a73f45067 became follower at term 2
2018-11-28 23:13:22.738426 I | raft: cecac79a73f45067 [logterm: 1, index: 5, vote: 0] cast MsgVote for 3474e3739df12d31 [logterm: 1, index: 5] at term 2
2018-11-28 23:13:22.739969 I | raft: raft.node: cecac79a73f45067 elected leader 3474e3739df12d31 at term 2
2018-11-28 23:13:22.744011 I | etcdserver: published {Name:ec2-18-232-141-137.compute-1.amazonaws.com ClientURLs:[http://ec2-18-232-141-137.compute-1.amazonaws.com:2379]} to cluster d4e906640f16da25
2018-11-28 23:13:22.744050 I | embed: ready to serve client requests
2018-11-28 23:13:22.744303 N | embed: serving insecure client requests on 172.31.22.103:2379, this is strongly discouraged!
2018-11-28 23:13:22.745758 E | etcdmain: forgot to set Type=notify in systemd service file?
2018-11-28 23:13:22.751504 N | etcdserver/membership: set the initial cluster version to 3.1
2018-11-28 23:13:22.751544 I | etcdserver/api: enabled capabilities for version 3.1
