2018-11-29 23:09:27 Jepsen starting etcd :--log-output :stderr :--name ec2-35-174-16-155.compute-1.amazonaws.com :--listen-peer-urls http://ec2-35-174-16-155.compute-1.amazonaws.com:2380 :--listen-client-urls http://ec2-35-174-16-155.compute-1.amazonaws.com:2379 :--advertise-client-urls http://ec2-35-174-16-155.compute-1.amazonaws.com:2379 :--initial-cluster-state :new :--initial-advertise-peer-urls http://ec2-35-174-16-155.compute-1.amazonaws.com:2380 :--initial-cluster ec2-35-174-16-155.compute-1.amazonaws.com=http://ec2-35-174-16-155.compute-1.amazonaws.com:2380,ec2-18-212-141-207.compute-1.amazonaws.com=http://ec2-18-212-141-207.compute-1.amazonaws.com:2380,ec2-18-232-141-137.compute-1.amazonaws.com=http://ec2-18-232-141-137.compute-1.amazonaws.com:2380,ec2-107-23-238-236.compute-1.amazonaws.com=http://ec2-107-23-238-236.compute-1.amazonaws.com:2380,ec2-18-234-71-213.compute-1.amazonaws.com=http://ec2-18-234-71-213.compute-1.amazonaws.com:2380
2018-11-29 23:09:28.072975 I | etcdmain: etcd Version: 3.1.5
2018-11-29 23:09:28.073007 I | etcdmain: Git SHA: 20490ca
2018-11-29 23:09:28.073012 I | etcdmain: Go Version: go1.7.5
2018-11-29 23:09:28.073017 I | etcdmain: Go OS/Arch: linux/amd64
2018-11-29 23:09:28.073022 I | etcdmain: setting maximum number of CPUs to 2, total number of available CPUs is 2
2018-11-29 23:09:28.073033 W | etcdmain: no data-dir provided, using default data-dir ./ec2-35-174-16-155.compute-1.amazonaws.com.etcd
2018-11-29 23:09:28.073045 W | embed: expected IP in URL for binding (http://ec2-35-174-16-155.compute-1.amazonaws.com:2380)
2018-11-29 23:09:28.073052 W | embed: expected IP in URL for binding (http://ec2-35-174-16-155.compute-1.amazonaws.com:2379)
2018-11-29 23:09:28.075876 I | embed: listening for peers on http://ec2-35-174-16-155.compute-1.amazonaws.com:2380
2018-11-29 23:09:28.076335 I | embed: listening for client requests on ec2-35-174-16-155.compute-1.amazonaws.com:2379
2018-11-29 23:09:28.081835 I | pkg/netutil: resolving ec2-35-174-16-155.compute-1.amazonaws.com:2380 to 172.31.21.73:2380
2018-11-29 23:09:28.082268 I | pkg/netutil: resolving ec2-35-174-16-155.compute-1.amazonaws.com:2380 to 172.31.21.73:2380
2018-11-29 23:09:32.083310 I | etcdserver: name = ec2-35-174-16-155.compute-1.amazonaws.com
2018-11-29 23:09:32.083353 I | etcdserver: data dir = ec2-35-174-16-155.compute-1.amazonaws.com.etcd
2018-11-29 23:09:32.083361 I | etcdserver: member dir = ec2-35-174-16-155.compute-1.amazonaws.com.etcd/member
2018-11-29 23:09:32.083367 I | etcdserver: heartbeat = 100ms
2018-11-29 23:09:32.083372 I | etcdserver: election = 1000ms
2018-11-29 23:09:32.083378 I | etcdserver: snapshot count = 10000
2018-11-29 23:09:32.083391 I | etcdserver: advertise client URLs = http://ec2-35-174-16-155.compute-1.amazonaws.com:2379
2018-11-29 23:09:32.083398 I | etcdserver: initial advertise peer URLs = http://ec2-35-174-16-155.compute-1.amazonaws.com:2380
2018-11-29 23:09:32.083443 I | etcdserver: initial cluster = ec2-107-23-238-236.compute-1.amazonaws.com=http://ec2-107-23-238-236.compute-1.amazonaws.com:2380,ec2-18-212-141-207.compute-1.amazonaws.com=http://ec2-18-212-141-207.compute-1.amazonaws.com:2380,ec2-18-232-141-137.compute-1.amazonaws.com=http://ec2-18-232-141-137.compute-1.amazonaws.com:2380,ec2-18-234-71-213.compute-1.amazonaws.com=http://ec2-18-234-71-213.compute-1.amazonaws.com:2380,ec2-35-174-16-155.compute-1.amazonaws.com=http://ec2-35-174-16-155.compute-1.amazonaws.com:2380
2018-11-29 23:09:32.088871 I | etcdserver: starting member 3474e3739df12d31 in cluster d4e906640f16da25
2018-11-29 23:09:32.088898 I | raft: 3474e3739df12d31 became follower at term 0
2018-11-29 23:09:32.088910 I | raft: newRaft 3474e3739df12d31 [peers: [], term: 0, commit: 0, applied: 0, lastindex: 0, lastterm: 0]
2018-11-29 23:09:32.088916 I | raft: 3474e3739df12d31 became follower at term 1
2018-11-29 23:09:32.101418 I | rafthttp: starting peer 2d508dd0aa9ee691...
2018-11-29 23:09:32.101466 I | rafthttp: started HTTP pipelining with peer 2d508dd0aa9ee691
2018-11-29 23:09:32.102869 I | rafthttp: started streaming with peer 2d508dd0aa9ee691 (writer)
2018-11-29 23:09:32.103086 I | rafthttp: started streaming with peer 2d508dd0aa9ee691 (writer)
2018-11-29 23:09:32.106359 I | rafthttp: started peer 2d508dd0aa9ee691
2018-11-29 23:09:32.106388 I | rafthttp: added peer 2d508dd0aa9ee691
2018-11-29 23:09:32.106406 I | rafthttp: starting peer a00c92baa5af8639...
2018-11-29 23:09:32.106429 I | rafthttp: started HTTP pipelining with peer a00c92baa5af8639
2018-11-29 23:09:32.106849 I | rafthttp: started streaming with peer 2d508dd0aa9ee691 (stream MsgApp v2 reader)
2018-11-29 23:09:32.108671 I | rafthttp: started streaming with peer 2d508dd0aa9ee691 (stream Message reader)
2018-11-29 23:09:32.108940 I | rafthttp: started streaming with peer a00c92baa5af8639 (writer)
2018-11-29 23:09:32.110701 I | rafthttp: started peer a00c92baa5af8639
2018-11-29 23:09:32.110729 I | rafthttp: added peer a00c92baa5af8639
2018-11-29 23:09:32.110746 I | rafthttp: starting peer b230326f6c733c35...
2018-11-29 23:09:32.110769 I | rafthttp: started HTTP pipelining with peer b230326f6c733c35
2018-11-29 23:09:32.111912 I | rafthttp: started streaming with peer b230326f6c733c35 (writer)
2018-11-29 23:09:32.112627 I | rafthttp: started peer b230326f6c733c35
2018-11-29 23:09:32.112648 I | rafthttp: added peer b230326f6c733c35
2018-11-29 23:09:32.112665 I | rafthttp: starting peer cecac79a73f45067...
2018-11-29 23:09:32.112745 I | rafthttp: started HTTP pipelining with peer cecac79a73f45067
