2018-11-29 21:49:06 Jepsen starting etcd :--log-output :stderr :--name ec2-18-234-71-213.compute-1.amazonaws.com :--listen-peer-urls http://ec2-18-234-71-213.compute-1.amazonaws.com:2380 :--listen-client-urls http://ec2-18-234-71-213.compute-1.amazonaws.com:2379 :--advertise-client-urls http://ec2-18-234-71-213.compute-1.amazonaws.com:2379 :--initial-cluster-state :new :--initial-advertise-peer-urls http://ec2-18-234-71-213.compute-1.amazonaws.com:2380 :--initial-cluster ec2-35-174-16-155.compute-1.amazonaws.com=http://ec2-35-174-16-155.compute-1.amazonaws.com:2380,ec2-18-212-141-207.compute-1.amazonaws.com=http://ec2-18-212-141-207.compute-1.amazonaws.com:2380,ec2-18-232-141-137.compute-1.amazonaws.com=http://ec2-18-232-141-137.compute-1.amazonaws.com:2380,ec2-107-23-238-236.compute-1.amazonaws.com=http://ec2-107-23-238-236.compute-1.amazonaws.com:2380,ec2-18-234-71-213.compute-1.amazonaws.com=http://ec2-18-234-71-213.compute-1.amazonaws.com:2380
2018-11-29 21:49:06.996240 I | etcdmain: etcd Version: 3.1.5
2018-11-29 21:49:06.996325 I | etcdmain: Git SHA: 20490ca
2018-11-29 21:49:06.996334 I | etcdmain: Go Version: go1.7.5
2018-11-29 21:49:06.996339 I | etcdmain: Go OS/Arch: linux/amd64
2018-11-29 21:49:06.996345 I | etcdmain: setting maximum number of CPUs to 2, total number of available CPUs is 2
2018-11-29 21:49:06.996353 W | etcdmain: no data-dir provided, using default data-dir ./ec2-18-234-71-213.compute-1.amazonaws.com.etcd
2018-11-29 21:49:06.996367 W | embed: expected IP in URL for binding (http://ec2-18-234-71-213.compute-1.amazonaws.com:2380)
2018-11-29 21:49:06.996380 W | embed: expected IP in URL for binding (http://ec2-18-234-71-213.compute-1.amazonaws.com:2379)
2018-11-29 21:49:06.998772 I | embed: listening for peers on http://ec2-18-234-71-213.compute-1.amazonaws.com:2380
2018-11-29 21:49:06.999236 I | embed: listening for client requests on ec2-18-234-71-213.compute-1.amazonaws.com:2379
2018-11-29 21:49:07.003573 I | pkg/netutil: resolving ec2-18-234-71-213.compute-1.amazonaws.com:2380 to 172.31.20.192:2380
2018-11-29 21:49:07.003970 I | pkg/netutil: resolving ec2-18-234-71-213.compute-1.amazonaws.com:2380 to 172.31.20.192:2380
2018-11-29 21:49:11.004893 I | etcdserver: name = ec2-18-234-71-213.compute-1.amazonaws.com
2018-11-29 21:49:11.004948 I | etcdserver: data dir = ec2-18-234-71-213.compute-1.amazonaws.com.etcd
2018-11-29 21:49:11.004961 I | etcdserver: member dir = ec2-18-234-71-213.compute-1.amazonaws.com.etcd/member
2018-11-29 21:49:11.004967 I | etcdserver: heartbeat = 100ms
2018-11-29 21:49:11.004972 I | etcdserver: election = 1000ms
2018-11-29 21:49:11.004979 I | etcdserver: snapshot count = 10000
2018-11-29 21:49:11.004991 I | etcdserver: advertise client URLs = http://ec2-18-234-71-213.compute-1.amazonaws.com:2379
2018-11-29 21:49:11.004999 I | etcdserver: initial advertise peer URLs = http://ec2-18-234-71-213.compute-1.amazonaws.com:2380
2018-11-29 21:49:11.005021 I | etcdserver: initial cluster = ec2-107-23-238-236.compute-1.amazonaws.com=http://ec2-107-23-238-236.compute-1.amazonaws.com:2380,ec2-18-212-141-207.compute-1.amazonaws.com=http://ec2-18-212-141-207.compute-1.amazonaws.com:2380,ec2-18-232-141-137.compute-1.amazonaws.com=http://ec2-18-232-141-137.compute-1.amazonaws.com:2380,ec2-18-234-71-213.compute-1.amazonaws.com=http://ec2-18-234-71-213.compute-1.amazonaws.com:2380,ec2-35-174-16-155.compute-1.amazonaws.com=http://ec2-35-174-16-155.compute-1.amazonaws.com:2380
2018-11-29 21:49:11.009199 I | etcdserver: starting member b230326f6c733c35 in cluster d4e906640f16da25
2018-11-29 21:49:11.009223 I | raft: b230326f6c733c35 became follower at term 0
2018-11-29 21:49:11.009234 I | raft: newRaft b230326f6c733c35 [peers: [], term: 0, commit: 0, applied: 0, lastindex: 0, lastterm: 0]
2018-11-29 21:49:11.009240 I | raft: b230326f6c733c35 became follower at term 1
2018-11-29 21:49:11.020930 I | rafthttp: starting peer 2d508dd0aa9ee691...
2018-11-29 21:49:11.020980 I | rafthttp: started HTTP pipelining with peer 2d508dd0aa9ee691
2018-11-29 21:49:11.022391 I | rafthttp: started streaming with peer 2d508dd0aa9ee691 (writer)
2018-11-29 21:49:11.025488 I | rafthttp: started streaming with peer 2d508dd0aa9ee691 (writer)
2018-11-29 21:49:11.025518 I | rafthttp: started peer 2d508dd0aa9ee691
2018-11-29 21:49:11.025546 I | rafthttp: added peer 2d508dd0aa9ee691
2018-11-29 21:49:11.025565 I | rafthttp: starting peer 3474e3739df12d31...
2018-11-29 21:49:11.025581 I | rafthttp: started streaming with peer 2d508dd0aa9ee691 (stream Message reader)
2018-11-29 21:49:11.025618 I | rafthttp: started streaming with peer 2d508dd0aa9ee691 (stream MsgApp v2 reader)
2018-11-29 21:49:11.025727 I | rafthttp: started HTTP pipelining with peer 3474e3739df12d31
2018-11-29 21:49:11.028124 I | rafthttp: started streaming with peer 3474e3739df12d31 (writer)
2018-11-29 21:49:11.029901 I | rafthttp: started peer 3474e3739df12d31
2018-11-29 21:49:11.029923 I | rafthttp: added peer 3474e3739df12d31
2018-11-29 21:49:11.029939 I | rafthttp: starting peer a00c92baa5af8639...
2018-11-29 21:49:11.029971 I | rafthttp: started HTTP pipelining with peer a00c92baa5af8639
2018-11-29 21:49:11.030646 I | rafthttp: started streaming with peer 3474e3739df12d31 (writer)
2018-11-29 21:49:11.030699 I | rafthttp: started streaming with peer 3474e3739df12d31 (stream MsgApp v2 reader)
2018-11-29 21:49:11.030911 I | rafthttp: started streaming with peer 3474e3739df12d31 (stream Message reader)
2018-11-29 21:49:11.031281 I | rafthttp: started streaming with peer a00c92baa5af8639 (writer)
2018-11-29 21:49:11.032006 I | rafthttp: started streaming with peer a00c92baa5af8639 (writer)
2018-11-29 21:49:11.032885 I | rafthttp: started peer a00c92baa5af8639
2018-11-29 21:49:11.032905 I | rafthttp: added peer a00c92baa5af8639
2018-11-29 21:49:11.032922 I | rafthttp: starting peer cecac79a73f45067...
2018-11-29 21:49:11.033646 I | rafthttp: started HTTP pipelining with peer cecac79a73f45067
2018-11-29 21:49:11.034929 I | rafthttp: started peer cecac79a73f45067
2018-11-29 21:49:11.034969 I | rafthttp: added peer cecac79a73f45067
2018-11-29 21:49:11.034986 I | etcdserver: starting server... [version: 3.1.5, cluster version: to_be_decided]
2018-11-29 21:49:11.035300 I | rafthttp: started streaming with peer a00c92baa5af8639 (stream MsgApp v2 reader)
2018-11-29 21:49:11.035493 I | rafthttp: started streaming with peer a00c92baa5af8639 (stream Message reader)
2018-11-29 21:49:11.035653 I | rafthttp: started streaming with peer cecac79a73f45067 (writer)
2018-11-29 21:49:11.035675 I | rafthttp: started streaming with peer cecac79a73f45067 (writer)
2018-11-29 21:49:11.035733 I | rafthttp: started streaming with peer cecac79a73f45067 (stream MsgApp v2 reader)
2018-11-29 21:49:11.035916 I | rafthttp: started streaming with peer cecac79a73f45067 (stream Message reader)
2018-11-29 21:49:11.036639 I | rafthttp: peer cecac79a73f45067 became active
2018-11-29 21:49:11.036657 I | rafthttp: established a TCP streaming connection with peer cecac79a73f45067 (stream Message writer)
2018-11-29 21:49:11.037984 I | rafthttp: established a TCP streaming connection with peer cecac79a73f45067 (stream MsgApp v2 writer)
2018-11-29 21:49:11.038173 I | etcdserver/membership: added member 2d508dd0aa9ee691 [http://ec2-107-23-238-236.compute-1.amazonaws.com:2380] to cluster d4e906640f16da25
2018-11-29 21:49:11.038259 I | rafthttp: peer 2d508dd0aa9ee691 became active
2018-11-29 21:49:11.038279 I | rafthttp: established a TCP streaming connection with peer 2d508dd0aa9ee691 (stream Message reader)
2018-11-29 21:49:11.038310 I | etcdserver/membership: added member 3474e3739df12d31 [http://ec2-35-174-16-155.compute-1.amazonaws.com:2380] to cluster d4e906640f16da25
2018-11-29 21:49:11.038446 I | etcdserver/membership: added member a00c92baa5af8639 [http://ec2-18-212-141-207.compute-1.amazonaws.com:2380] to cluster d4e906640f16da25
2018-11-29 21:49:11.038575 I | etcdserver/membership: added member b230326f6c733c35 [http://ec2-18-234-71-213.compute-1.amazonaws.com:2380] to cluster d4e906640f16da25
2018-11-29 21:49:11.038691 I | etcdserver/membership: added member cecac79a73f45067 [http://ec2-18-232-141-137.compute-1.amazonaws.com:2380] to cluster d4e906640f16da25
2018-11-29 21:49:11.044041 I | rafthttp: peer a00c92baa5af8639 became active
2018-11-29 21:49:11.044063 I | rafthttp: established a TCP streaming connection with peer a00c92baa5af8639 (stream MsgApp v2 writer)
2018-11-29 21:49:11.044126 I | rafthttp: peer 3474e3739df12d31 became active
2018-11-29 21:49:11.044140 I | rafthttp: established a TCP streaming connection with peer 3474e3739df12d31 (stream Message reader)
2018-11-29 21:49:11.044192 I | rafthttp: established a TCP streaming connection with peer 2d508dd0aa9ee691 (stream MsgApp v2 reader)
2018-11-29 21:49:11.044293 I | rafthttp: established a TCP streaming connection with peer cecac79a73f45067 (stream Message reader)
2018-11-29 21:49:11.044340 I | rafthttp: established a TCP streaming connection with peer cecac79a73f45067 (stream MsgApp v2 reader)
2018-11-29 21:49:11.044412 I | rafthttp: established a TCP streaming connection with peer a00c92baa5af8639 (stream Message reader)
2018-11-29 21:49:11.044455 I | rafthttp: established a TCP streaming connection with peer 3474e3739df12d31 (stream MsgApp v2 reader)
2018-11-29 21:49:11.044703 I | rafthttp: established a TCP streaming connection with peer 3474e3739df12d31 (stream MsgApp v2 writer)
2018-11-29 21:49:11.044816 I | rafthttp: established a TCP streaming connection with peer a00c92baa5af8639 (stream Message writer)
2018-11-29 21:49:11.044966 I | rafthttp: established a TCP streaming connection with peer 2d508dd0aa9ee691 (stream MsgApp v2 writer)
2018-11-29 21:49:11.045091 I | rafthttp: established a TCP streaming connection with peer 2d508dd0aa9ee691 (stream Message writer)
2018-11-29 21:49:11.045187 I | rafthttp: established a TCP streaming connection with peer a00c92baa5af8639 (stream MsgApp v2 reader)
2018-11-29 21:49:11.045683 I | rafthttp: established a TCP streaming connection with peer 3474e3739df12d31 (stream Message writer)
2018-11-29 21:49:11.209566 I | raft: b230326f6c733c35 is starting a new election at term 1
2018-11-29 21:49:11.209606 I | raft: b230326f6c733c35 became candidate at term 2
2018-11-29 21:49:11.209623 I | raft: b230326f6c733c35 received MsgVoteResp from b230326f6c733c35 at term 2
2018-11-29 21:49:11.209635 I | raft: b230326f6c733c35 [logterm: 1, index: 5] sent MsgVote request to cecac79a73f45067 at term 2
2018-11-29 21:49:11.209645 I | raft: b230326f6c733c35 [logterm: 1, index: 5] sent MsgVote request to 2d508dd0aa9ee691 at term 2
2018-11-29 21:49:11.209654 I | raft: b230326f6c733c35 [logterm: 1, index: 5] sent MsgVote request to 3474e3739df12d31 at term 2
2018-11-29 21:49:11.209663 I | raft: b230326f6c733c35 [logterm: 1, index: 5] sent MsgVote request to a00c92baa5af8639 at term 2
2018-11-29 21:49:11.211787 I | raft: b230326f6c733c35 received MsgVoteResp from cecac79a73f45067 at term 2
2018-11-29 21:49:11.211801 I | raft: b230326f6c733c35 [quorum:3] has received 2 MsgVoteResp votes and 0 vote rejections
2018-11-29 21:49:11.211894 I | raft: b230326f6c733c35 received MsgVoteResp from 2d508dd0aa9ee691 at term 2
2018-11-29 21:49:11.211914 I | raft: b230326f6c733c35 [quorum:3] has received 3 MsgVoteResp votes and 0 vote rejections
2018-11-29 21:49:11.211943 I | raft: b230326f6c733c35 became leader at term 2
2018-11-29 21:49:11.211959 I | raft: raft.node: b230326f6c733c35 elected leader b230326f6c733c35 at term 2
2018-11-29 21:49:11.215771 I | embed: ready to serve client requests
2018-11-29 21:49:11.215816 E | etcdmain: forgot to set Type=notify in systemd service file?
2018-11-29 21:49:11.215835 I | etcdserver: published {Name:ec2-18-234-71-213.compute-1.amazonaws.com ClientURLs:[http://ec2-18-234-71-213.compute-1.amazonaws.com:2379]} to cluster d4e906640f16da25
2018-11-29 21:49:11.216051 N | embed: serving insecure client requests on 172.31.20.192:2379, this is strongly discouraged!
2018-11-29 21:49:11.221695 I | etcdserver: setting up the initial cluster version to 3.1
2018-11-29 21:49:11.222951 N | etcdserver/membership: set the initial cluster version to 3.1
2018-11-29 21:49:11.222993 I | etcdserver/api: enabled capabilities for version 3.1
2018-11-29 21:49:24.209499 W | raft: b230326f6c733c35 stepped down to follower since quorum is not active
2018-11-29 21:49:24.209542 I | raft: b230326f6c733c35 became follower at term 2
2018-11-29 21:49:24.209551 I | raft: raft.node: b230326f6c733c35 lost leader b230326f6c733c35 at term 2
2018-11-29 21:49:25.709509 I | raft: b230326f6c733c35 is starting a new election at term 2
2018-11-29 21:49:25.709561 I | raft: b230326f6c733c35 became candidate at term 3
