2018-11-29 18:53:12 Jepsen starting etcd :--log-output :stderr :--name ec2-18-212-141-207.compute-1.amazonaws.com :--listen-peer-urls http://ec2-18-212-141-207.compute-1.amazonaws.com:2380 :--listen-client-urls http://ec2-18-212-141-207.compute-1.amazonaws.com:2379 :--advertise-client-urls http://ec2-18-212-141-207.compute-1.amazonaws.com:2379 :--initial-cluster-state :new :--initial-advertise-peer-urls http://ec2-18-212-141-207.compute-1.amazonaws.com:2380 :--initial-cluster ec2-35-174-16-155.compute-1.amazonaws.com=http://ec2-35-174-16-155.compute-1.amazonaws.com:2380,ec2-18-212-141-207.compute-1.amazonaws.com=http://ec2-18-212-141-207.compute-1.amazonaws.com:2380,ec2-18-232-141-137.compute-1.amazonaws.com=http://ec2-18-232-141-137.compute-1.amazonaws.com:2380,ec2-107-23-238-236.compute-1.amazonaws.com=http://ec2-107-23-238-236.compute-1.amazonaws.com:2380,ec2-18-234-71-213.compute-1.amazonaws.com=http://ec2-18-234-71-213.compute-1.amazonaws.com:2380
2018-11-29 18:53:12.520277 I | etcdmain: etcd Version: 3.1.5
2018-11-29 18:53:12.520312 I | etcdmain: Git SHA: 20490ca
2018-11-29 18:53:12.520317 I | etcdmain: Go Version: go1.7.5
2018-11-29 18:53:12.520322 I | etcdmain: Go OS/Arch: linux/amd64
2018-11-29 18:53:12.520327 I | etcdmain: setting maximum number of CPUs to 2, total number of available CPUs is 2
2018-11-29 18:53:12.520336 W | etcdmain: no data-dir provided, using default data-dir ./ec2-18-212-141-207.compute-1.amazonaws.com.etcd
2018-11-29 18:53:12.520350 W | embed: expected IP in URL for binding (http://ec2-18-212-141-207.compute-1.amazonaws.com:2380)
2018-11-29 18:53:12.520357 W | embed: expected IP in URL for binding (http://ec2-18-212-141-207.compute-1.amazonaws.com:2379)
2018-11-29 18:53:12.523139 I | embed: listening for peers on http://ec2-18-212-141-207.compute-1.amazonaws.com:2380
2018-11-29 18:53:12.523687 I | embed: listening for client requests on ec2-18-212-141-207.compute-1.amazonaws.com:2379
2018-11-29 18:53:12.528732 I | pkg/netutil: resolving ec2-18-212-141-207.compute-1.amazonaws.com:2380 to 172.31.16.109:2380
2018-11-29 18:53:12.529259 I | pkg/netutil: resolving ec2-18-212-141-207.compute-1.amazonaws.com:2380 to 172.31.16.109:2380
2018-11-29 18:53:16.530273 I | etcdserver: name = ec2-18-212-141-207.compute-1.amazonaws.com
2018-11-29 18:53:16.530304 I | etcdserver: data dir = ec2-18-212-141-207.compute-1.amazonaws.com.etcd
2018-11-29 18:53:16.530312 I | etcdserver: member dir = ec2-18-212-141-207.compute-1.amazonaws.com.etcd/member
2018-11-29 18:53:16.530327 I | etcdserver: heartbeat = 100ms
2018-11-29 18:53:16.530344 I | etcdserver: election = 1000ms
2018-11-29 18:53:16.530350 I | etcdserver: snapshot count = 10000
2018-11-29 18:53:16.530362 I | etcdserver: advertise client URLs = http://ec2-18-212-141-207.compute-1.amazonaws.com:2379
2018-11-29 18:53:16.530369 I | etcdserver: initial advertise peer URLs = http://ec2-18-212-141-207.compute-1.amazonaws.com:2380
2018-11-29 18:53:16.530395 I | etcdserver: initial cluster = ec2-107-23-238-236.compute-1.amazonaws.com=http://ec2-107-23-238-236.compute-1.amazonaws.com:2380,ec2-18-212-141-207.compute-1.amazonaws.com=http://ec2-18-212-141-207.compute-1.amazonaws.com:2380,ec2-18-232-141-137.compute-1.amazonaws.com=http://ec2-18-232-141-137.compute-1.amazonaws.com:2380,ec2-18-234-71-213.compute-1.amazonaws.com=http://ec2-18-234-71-213.compute-1.amazonaws.com:2380,ec2-35-174-16-155.compute-1.amazonaws.com=http://ec2-35-174-16-155.compute-1.amazonaws.com:2380
2018-11-29 18:53:16.534069 I | etcdserver: starting member a00c92baa5af8639 in cluster d4e906640f16da25
2018-11-29 18:53:16.534096 I | raft: a00c92baa5af8639 became follower at term 0
2018-11-29 18:53:16.534110 I | raft: newRaft a00c92baa5af8639 [peers: [], term: 0, commit: 0, applied: 0, lastindex: 0, lastterm: 0]
2018-11-29 18:53:16.534116 I | raft: a00c92baa5af8639 became follower at term 1
2018-11-29 18:53:16.544488 I | rafthttp: starting peer 2d508dd0aa9ee691...
2018-11-29 18:53:16.544534 I | rafthttp: started HTTP pipelining with peer 2d508dd0aa9ee691
2018-11-29 18:53:16.545795 I | rafthttp: started streaming with peer 2d508dd0aa9ee691 (writer)
2018-11-29 18:53:16.549363 I | rafthttp: started streaming with peer 2d508dd0aa9ee691 (writer)
2018-11-29 18:53:16.549393 I | rafthttp: started peer 2d508dd0aa9ee691
2018-11-29 18:53:16.549405 I | rafthttp: started streaming with peer 2d508dd0aa9ee691 (stream Message reader)
2018-11-29 18:53:16.549498 I | rafthttp: started streaming with peer 2d508dd0aa9ee691 (stream MsgApp v2 reader)
2018-11-29 18:53:16.549598 I | rafthttp: added peer 2d508dd0aa9ee691
2018-11-29 18:53:16.549621 I | rafthttp: starting peer 3474e3739df12d31...
2018-11-29 18:53:16.549661 I | rafthttp: started HTTP pipelining with peer 3474e3739df12d31
2018-11-29 18:53:16.552102 I | rafthttp: started streaming with peer 3474e3739df12d31 (writer)
2018-11-29 18:53:16.553205 I | rafthttp: started streaming with peer 3474e3739df12d31 (writer)
