2018-11-29 23:09:26 Jepsen starting etcd :--log-output :stderr :--name ec2-18-232-141-137.compute-1.amazonaws.com :--listen-peer-urls http://ec2-18-232-141-137.compute-1.amazonaws.com:2380 :--listen-client-urls http://ec2-18-232-141-137.compute-1.amazonaws.com:2379 :--advertise-client-urls http://ec2-18-232-141-137.compute-1.amazonaws.com:2379 :--initial-cluster-state :new :--initial-advertise-peer-urls http://ec2-18-232-141-137.compute-1.amazonaws.com:2380 :--initial-cluster ec2-35-174-16-155.compute-1.amazonaws.com=http://ec2-35-174-16-155.compute-1.amazonaws.com:2380,ec2-18-212-141-207.compute-1.amazonaws.com=http://ec2-18-212-141-207.compute-1.amazonaws.com:2380,ec2-18-232-141-137.compute-1.amazonaws.com=http://ec2-18-232-141-137.compute-1.amazonaws.com:2380,ec2-107-23-238-236.compute-1.amazonaws.com=http://ec2-107-23-238-236.compute-1.amazonaws.com:2380,ec2-18-234-71-213.compute-1.amazonaws.com=http://ec2-18-234-71-213.compute-1.amazonaws.com:2380
2018-11-29 23:09:26.745343 I | etcdmain: etcd Version: 3.1.5
2018-11-29 23:09:26.745388 I | etcdmain: Git SHA: 20490ca
2018-11-29 23:09:26.745394 I | etcdmain: Go Version: go1.7.5
2018-11-29 23:09:26.745399 I | etcdmain: Go OS/Arch: linux/amd64
2018-11-29 23:09:26.745405 I | etcdmain: setting maximum number of CPUs to 2, total number of available CPUs is 2
2018-11-29 23:09:26.745413 W | etcdmain: no data-dir provided, using default data-dir ./ec2-18-232-141-137.compute-1.amazonaws.com.etcd
2018-11-29 23:09:26.745426 W | embed: expected IP in URL for binding (http://ec2-18-232-141-137.compute-1.amazonaws.com:2380)
2018-11-29 23:09:26.745433 W | embed: expected IP in URL for binding (http://ec2-18-232-141-137.compute-1.amazonaws.com:2379)
2018-11-29 23:09:26.747720 I | embed: listening for peers on http://ec2-18-232-141-137.compute-1.amazonaws.com:2380
2018-11-29 23:09:26.748172 I | embed: listening for client requests on ec2-18-232-141-137.compute-1.amazonaws.com:2379
2018-11-29 23:09:26.752161 I | pkg/netutil: resolving ec2-18-232-141-137.compute-1.amazonaws.com:2380 to 172.31.22.103:2380
2018-11-29 23:09:26.752582 I | pkg/netutil: resolving ec2-18-232-141-137.compute-1.amazonaws.com:2380 to 172.31.22.103:2380
2018-11-29 23:09:30.753503 I | etcdserver: name = ec2-18-232-141-137.compute-1.amazonaws.com
2018-11-29 23:09:30.753536 I | etcdserver: data dir = ec2-18-232-141-137.compute-1.amazonaws.com.etcd
2018-11-29 23:09:30.753552 I | etcdserver: member dir = ec2-18-232-141-137.compute-1.amazonaws.com.etcd/member
2018-11-29 23:09:30.753558 I | etcdserver: heartbeat = 100ms
2018-11-29 23:09:30.753563 I | etcdserver: election = 1000ms
2018-11-29 23:09:30.753568 I | etcdserver: snapshot count = 10000
2018-11-29 23:09:30.753580 I | etcdserver: advertise client URLs = http://ec2-18-232-141-137.compute-1.amazonaws.com:2379
2018-11-29 23:09:30.753588 I | etcdserver: initial advertise peer URLs = http://ec2-18-232-141-137.compute-1.amazonaws.com:2380
2018-11-29 23:09:30.753630 I | etcdserver: initial cluster = ec2-107-23-238-236.compute-1.amazonaws.com=http://ec2-107-23-238-236.compute-1.amazonaws.com:2380,ec2-18-212-141-207.compute-1.amazonaws.com=http://ec2-18-212-141-207.compute-1.amazonaws.com:2380,ec2-18-232-141-137.compute-1.amazonaws.com=http://ec2-18-232-141-137.compute-1.amazonaws.com:2380,ec2-18-234-71-213.compute-1.amazonaws.com=http://ec2-18-234-71-213.compute-1.amazonaws.com:2380,ec2-35-174-16-155.compute-1.amazonaws.com=http://ec2-35-174-16-155.compute-1.amazonaws.com:2380
2018-11-29 23:09:30.757440 I | etcdserver: starting member cecac79a73f45067 in cluster d4e906640f16da25
2018-11-29 23:09:30.757469 I | raft: cecac79a73f45067 became follower at term 0
2018-11-29 23:09:30.757479 I | raft: newRaft cecac79a73f45067 [peers: [], term: 0, commit: 0, applied: 0, lastindex: 0, lastterm: 0]
2018-11-29 23:09:30.757486 I | raft: cecac79a73f45067 became follower at term 1
2018-11-29 23:09:30.767935 I | rafthttp: starting peer 2d508dd0aa9ee691...
2018-11-29 23:09:30.767984 I | rafthttp: started HTTP pipelining with peer 2d508dd0aa9ee691
2018-11-29 23:09:30.769318 I | rafthttp: started streaming with peer 2d508dd0aa9ee691 (writer)
2018-11-29 23:09:30.769555 I | rafthttp: started streaming with peer 2d508dd0aa9ee691 (writer)
2018-11-29 23:09:30.772762 I | rafthttp: started peer 2d508dd0aa9ee691
2018-11-29 23:09:30.772792 I | rafthttp: added peer 2d508dd0aa9ee691
2018-11-29 23:09:30.772811 I | rafthttp: starting peer 3474e3739df12d31...
2018-11-29 23:09:30.772833 I | rafthttp: started HTTP pipelining with peer 3474e3739df12d31
2018-11-29 23:09:30.773260 I | rafthttp: started streaming with peer 2d508dd0aa9ee691 (stream MsgApp v2 reader)
2018-11-29 23:09:30.775073 I | rafthttp: started streaming with peer 2d508dd0aa9ee691 (stream Message reader)
2018-11-29 23:09:30.775259 I | rafthttp: started streaming with peer 3474e3739df12d31 (writer)
2018-11-29 23:09:30.776978 I | rafthttp: started peer 3474e3739df12d31
2018-11-29 23:09:30.777004 I | rafthttp: added peer 3474e3739df12d31
2018-11-29 23:09:30.777021 I | rafthttp: starting peer a00c92baa5af8639...
2018-11-29 23:09:30.777046 I | rafthttp: started HTTP pipelining with peer a00c92baa5af8639
