2018-11-29 23:15:15 Jepsen starting etcd :--log-output :stderr :--name ec2-107-23-238-236.compute-1.amazonaws.com :--listen-peer-urls http://ec2-107-23-238-236.compute-1.amazonaws.com:2380 :--listen-client-urls http://ec2-107-23-238-236.compute-1.amazonaws.com:2379 :--advertise-client-urls http://ec2-107-23-238-236.compute-1.amazonaws.com:2379 :--initial-cluster-state :new :--initial-advertise-peer-urls http://ec2-107-23-238-236.compute-1.amazonaws.com:2380 :--initial-cluster ec2-35-174-16-155.compute-1.amazonaws.com=http://ec2-35-174-16-155.compute-1.amazonaws.com:2380,ec2-18-212-141-207.compute-1.amazonaws.com=http://ec2-18-212-141-207.compute-1.amazonaws.com:2380,ec2-18-232-141-137.compute-1.amazonaws.com=http://ec2-18-232-141-137.compute-1.amazonaws.com:2380,ec2-107-23-238-236.compute-1.amazonaws.com=http://ec2-107-23-238-236.compute-1.amazonaws.com:2380,ec2-18-234-71-213.compute-1.amazonaws.com=http://ec2-18-234-71-213.compute-1.amazonaws.com:2380
2018-11-29 23:15:15.886307 I | etcdmain: etcd Version: 3.1.5
2018-11-29 23:15:15.886342 I | etcdmain: Git SHA: 20490ca
2018-11-29 23:15:15.886347 I | etcdmain: Go Version: go1.7.5
2018-11-29 23:15:15.886353 I | etcdmain: Go OS/Arch: linux/amd64
2018-11-29 23:15:15.886358 I | etcdmain: setting maximum number of CPUs to 2, total number of available CPUs is 2
2018-11-29 23:15:15.886367 W | etcdmain: no data-dir provided, using default data-dir ./ec2-107-23-238-236.compute-1.amazonaws.com.etcd
2018-11-29 23:15:15.886381 W | embed: expected IP in URL for binding (http://ec2-107-23-238-236.compute-1.amazonaws.com:2380)
2018-11-29 23:15:15.886388 W | embed: expected IP in URL for binding (http://ec2-107-23-238-236.compute-1.amazonaws.com:2379)
2018-11-29 23:15:15.888791 I | embed: listening for peers on http://ec2-107-23-238-236.compute-1.amazonaws.com:2380
2018-11-29 23:15:15.889289 I | embed: listening for client requests on ec2-107-23-238-236.compute-1.amazonaws.com:2379
2018-11-29 23:15:15.893103 I | pkg/netutil: resolving ec2-107-23-238-236.compute-1.amazonaws.com:2380 to 172.31.24.89:2380
2018-11-29 23:15:15.893523 I | pkg/netutil: resolving ec2-107-23-238-236.compute-1.amazonaws.com:2380 to 172.31.24.89:2380
2018-11-29 23:15:19.894509 I | etcdserver: name = ec2-107-23-238-236.compute-1.amazonaws.com
2018-11-29 23:15:19.894546 I | etcdserver: data dir = ec2-107-23-238-236.compute-1.amazonaws.com.etcd
2018-11-29 23:15:19.894555 I | etcdserver: member dir = ec2-107-23-238-236.compute-1.amazonaws.com.etcd/member
2018-11-29 23:15:19.894560 I | etcdserver: heartbeat = 100ms
2018-11-29 23:15:19.894566 I | etcdserver: election = 1000ms
2018-11-29 23:15:19.894571 I | etcdserver: snapshot count = 10000
2018-11-29 23:15:19.894595 I | etcdserver: advertise client URLs = http://ec2-107-23-238-236.compute-1.amazonaws.com:2379
2018-11-29 23:15:19.894603 I | etcdserver: initial advertise peer URLs = http://ec2-107-23-238-236.compute-1.amazonaws.com:2380
2018-11-29 23:15:19.894628 I | etcdserver: initial cluster = ec2-107-23-238-236.compute-1.amazonaws.com=http://ec2-107-23-238-236.compute-1.amazonaws.com:2380,ec2-18-212-141-207.compute-1.amazonaws.com=http://ec2-18-212-141-207.compute-1.amazonaws.com:2380,ec2-18-232-141-137.compute-1.amazonaws.com=http://ec2-18-232-141-137.compute-1.amazonaws.com:2380,ec2-18-234-71-213.compute-1.amazonaws.com=http://ec2-18-234-71-213.compute-1.amazonaws.com:2380,ec2-35-174-16-155.compute-1.amazonaws.com=http://ec2-35-174-16-155.compute-1.amazonaws.com:2380
2018-11-29 23:15:19.898553 I | etcdserver: starting member 2d508dd0aa9ee691 in cluster d4e906640f16da25
2018-11-29 23:15:19.898584 I | raft: 2d508dd0aa9ee691 became follower at term 0
2018-11-29 23:15:19.898596 I | raft: newRaft 2d508dd0aa9ee691 [peers: [], term: 0, commit: 0, applied: 0, lastindex: 0, lastterm: 0]
2018-11-29 23:15:19.898603 I | raft: 2d508dd0aa9ee691 became follower at term 1
2018-11-29 23:15:19.908164 I | rafthttp: starting peer 3474e3739df12d31...
2018-11-29 23:15:19.908211 I | rafthttp: started HTTP pipelining with peer 3474e3739df12d31
2018-11-29 23:15:19.909663 I | rafthttp: started streaming with peer 3474e3739df12d31 (writer)
2018-11-29 23:15:19.913127 I | rafthttp: started streaming with peer 3474e3739df12d31 (stream Message reader)
2018-11-29 23:15:19.913170 I | rafthttp: started streaming with peer 3474e3739df12d31 (stream MsgApp v2 reader)
2018-11-29 23:15:19.913291 I | rafthttp: started peer 3474e3739df12d31
2018-11-29 23:15:19.913324 I | rafthttp: added peer 3474e3739df12d31
2018-11-29 23:15:19.913342 I | rafthttp: starting peer a00c92baa5af8639...
2018-11-29 23:15:19.913362 I | rafthttp: started HTTP pipelining with peer a00c92baa5af8639
2018-11-29 23:15:19.913488 I | rafthttp: started streaming with peer 3474e3739df12d31 (writer)
2018-11-29 23:15:19.915160 I | rafthttp: started streaming with peer a00c92baa5af8639 (writer)
