2018-11-28 23:27:52 Jepsen starting etcd :--log-output :stderr :--name ec2-18-212-141-207.compute-1.amazonaws.com :--listen-peer-urls http://ec2-18-212-141-207.compute-1.amazonaws.com:2380 :--listen-client-urls http://ec2-18-212-141-207.compute-1.amazonaws.com:2379 :--advertise-client-urls http://ec2-18-212-141-207.compute-1.amazonaws.com:2379 :--initial-cluster-state :new :--initial-advertise-peer-urls http://ec2-18-212-141-207.compute-1.amazonaws.com:2380 :--initial-cluster ec2-35-174-16-155.compute-1.amazonaws.com=http://ec2-35-174-16-155.compute-1.amazonaws.com:2380,ec2-18-212-141-207.compute-1.amazonaws.com=http://ec2-18-212-141-207.compute-1.amazonaws.com:2380,ec2-18-232-141-137.compute-1.amazonaws.com=http://ec2-18-232-141-137.compute-1.amazonaws.com:2380,ec2-107-23-238-236.compute-1.amazonaws.com=http://ec2-107-23-238-236.compute-1.amazonaws.com:2380,ec2-18-234-71-213.compute-1.amazonaws.com=http://ec2-18-234-71-213.compute-1.amazonaws.com:2380
2018-11-28 23:27:52.905209 I | etcdmain: etcd Version: 3.1.5
2018-11-28 23:27:52.905302 I | etcdmain: Git SHA: 20490ca
2018-11-28 23:27:52.905310 I | etcdmain: Go Version: go1.7.5
2018-11-28 23:27:52.905315 I | etcdmain: Go OS/Arch: linux/amd64
2018-11-28 23:27:52.905320 I | etcdmain: setting maximum number of CPUs to 2, total number of available CPUs is 2
2018-11-28 23:27:52.905331 W | etcdmain: no data-dir provided, using default data-dir ./ec2-18-212-141-207.compute-1.amazonaws.com.etcd
2018-11-28 23:27:52.905345 W | embed: expected IP in URL for binding (http://ec2-18-212-141-207.compute-1.amazonaws.com:2380)
2018-11-28 23:27:52.905354 W | embed: expected IP in URL for binding (http://ec2-18-212-141-207.compute-1.amazonaws.com:2379)
2018-11-28 23:27:52.913095 I | embed: listening for peers on http://ec2-18-212-141-207.compute-1.amazonaws.com:2380
2018-11-28 23:27:52.913563 I | embed: listening for client requests on ec2-18-212-141-207.compute-1.amazonaws.com:2379
2018-11-28 23:27:52.917803 I | pkg/netutil: resolving ec2-18-212-141-207.compute-1.amazonaws.com:2380 to 172.31.16.109:2380
2018-11-28 23:27:52.918242 I | pkg/netutil: resolving ec2-18-212-141-207.compute-1.amazonaws.com:2380 to 172.31.16.109:2380
2018-11-28 23:27:56.919313 I | etcdserver: name = ec2-18-212-141-207.compute-1.amazonaws.com
2018-11-28 23:27:56.919353 I | etcdserver: data dir = ec2-18-212-141-207.compute-1.amazonaws.com.etcd
2018-11-28 23:27:56.919361 I | etcdserver: member dir = ec2-18-212-141-207.compute-1.amazonaws.com.etcd/member
2018-11-28 23:27:56.919370 I | etcdserver: heartbeat = 100ms
2018-11-28 23:27:56.919375 I | etcdserver: election = 1000ms
2018-11-28 23:27:56.919379 I | etcdserver: snapshot count = 10000
2018-11-28 23:27:56.919392 I | etcdserver: advertise client URLs = http://ec2-18-212-141-207.compute-1.amazonaws.com:2379
2018-11-28 23:27:56.919399 I | etcdserver: initial advertise peer URLs = http://ec2-18-212-141-207.compute-1.amazonaws.com:2380
2018-11-28 23:27:56.919419 I | etcdserver: initial cluster = ec2-107-23-238-236.compute-1.amazonaws.com=http://ec2-107-23-238-236.compute-1.amazonaws.com:2380,ec2-18-212-141-207.compute-1.amazonaws.com=http://ec2-18-212-141-207.compute-1.amazonaws.com:2380,ec2-18-232-141-137.compute-1.amazonaws.com=http://ec2-18-232-141-137.compute-1.amazonaws.com:2380,ec2-18-234-71-213.compute-1.amazonaws.com=http://ec2-18-234-71-213.compute-1.amazonaws.com:2380,ec2-35-174-16-155.compute-1.amazonaws.com=http://ec2-35-174-16-155.compute-1.amazonaws.com:2380
2018-11-28 23:27:56.923384 I | etcdserver: starting member a00c92baa5af8639 in cluster d4e906640f16da25
2018-11-28 23:27:56.923414 I | raft: a00c92baa5af8639 became follower at term 0
2018-11-28 23:27:56.923425 I | raft: newRaft a00c92baa5af8639 [peers: [], term: 0, commit: 0, applied: 0, lastindex: 0, lastterm: 0]
2018-11-28 23:27:56.923430 I | raft: a00c92baa5af8639 became follower at term 1
2018-11-28 23:27:56.933974 I | rafthttp: starting peer 2d508dd0aa9ee691...
2018-11-28 23:27:56.934025 I | rafthttp: started HTTP pipelining with peer 2d508dd0aa9ee691
2018-11-28 23:27:56.935240 I | rafthttp: started streaming with peer 2d508dd0aa9ee691 (writer)
2018-11-28 23:27:56.935489 I | rafthttp: started streaming with peer 2d508dd0aa9ee691 (writer)
2018-11-28 23:27:56.938662 I | rafthttp: started peer 2d508dd0aa9ee691
2018-11-28 23:27:56.938691 I | rafthttp: added peer 2d508dd0aa9ee691
2018-11-28 23:27:56.938710 I | rafthttp: starting peer 3474e3739df12d31...
2018-11-28 23:27:56.938727 I | rafthttp: started HTTP pipelining with peer 3474e3739df12d31
2018-11-28 23:27:56.939165 I | rafthttp: started streaming with peer 2d508dd0aa9ee691 (stream MsgApp v2 reader)
2018-11-28 23:27:56.940932 I | rafthttp: started streaming with peer 2d508dd0aa9ee691 (stream Message reader)
2018-11-28 23:27:56.941200 I | rafthttp: started streaming with peer 3474e3739df12d31 (writer)
2018-11-28 23:27:56.943229 I | rafthttp: started peer 3474e3739df12d31
2018-11-28 23:27:56.943258 I | rafthttp: added peer 3474e3739df12d31
2018-11-28 23:27:56.943293 I | rafthttp: starting peer b230326f6c733c35...
2018-11-28 23:27:56.943320 I | rafthttp: started HTTP pipelining with peer b230326f6c733c35
2018-11-28 23:27:56.944275 I | rafthttp: started streaming with peer 3474e3739df12d31 (stream Message reader)
2018-11-28 23:27:56.944429 I | rafthttp: started streaming with peer b230326f6c733c35 (writer)
2018-11-28 23:27:56.944444 I | rafthttp: started streaming with peer 3474e3739df12d31 (writer)
2018-11-28 23:27:56.944453 I | rafthttp: started streaming with peer 3474e3739df12d31 (stream MsgApp v2 reader)
2018-11-28 23:27:56.945054 I | rafthttp: started streaming with peer b230326f6c733c35 (writer)
2018-11-28 23:27:56.945181 I | rafthttp: started peer b230326f6c733c35
2018-11-28 23:27:56.945197 I | rafthttp: started streaming with peer b230326f6c733c35 (stream MsgApp v2 reader)
2018-11-28 23:27:56.945215 I | rafthttp: started streaming with peer b230326f6c733c35 (stream Message reader)
2018-11-28 23:27:56.945308 I | rafthttp: added peer b230326f6c733c35
2018-11-28 23:27:56.945324 I | rafthttp: starting peer cecac79a73f45067...
2018-11-28 23:27:56.945336 I | rafthttp: started HTTP pipelining with peer cecac79a73f45067
2018-11-28 23:27:56.947856 I | rafthttp: started peer cecac79a73f45067
2018-11-28 23:27:56.947879 I | rafthttp: added peer cecac79a73f45067
2018-11-28 23:27:56.947895 I | etcdserver: starting server... [version: 3.1.5, cluster version: to_be_decided]
2018-11-28 23:27:56.948148 I | rafthttp: started streaming with peer cecac79a73f45067 (writer)
2018-11-28 23:27:56.948168 I | rafthttp: started streaming with peer cecac79a73f45067 (writer)
2018-11-28 23:27:56.948239 I | rafthttp: started streaming with peer cecac79a73f45067 (stream MsgApp v2 reader)
2018-11-28 23:27:56.948420 I | rafthttp: started streaming with peer cecac79a73f45067 (stream Message reader)
2018-11-28 23:27:56.949154 I | rafthttp: peer cecac79a73f45067 became active
2018-11-28 23:27:56.949173 I | rafthttp: established a TCP streaming connection with peer cecac79a73f45067 (stream MsgApp v2 writer)
2018-11-28 23:27:56.950369 I | rafthttp: peer 2d508dd0aa9ee691 became active
2018-11-28 23:27:56.950389 I | rafthttp: established a TCP streaming connection with peer 2d508dd0aa9ee691 (stream Message writer)
