2018-11-29 19:23:19 Jepsen starting etcd :--log-output :stderr :--name ec2-18-232-141-137.compute-1.amazonaws.com :--listen-peer-urls http://ec2-18-232-141-137.compute-1.amazonaws.com:2380 :--listen-client-urls http://ec2-18-232-141-137.compute-1.amazonaws.com:2379 :--advertise-client-urls http://ec2-18-232-141-137.compute-1.amazonaws.com:2379 :--initial-cluster-state :new :--initial-advertise-peer-urls http://ec2-18-232-141-137.compute-1.amazonaws.com:2380 :--initial-cluster ec2-35-174-16-155.compute-1.amazonaws.com=http://ec2-35-174-16-155.compute-1.amazonaws.com:2380,ec2-18-212-141-207.compute-1.amazonaws.com=http://ec2-18-212-141-207.compute-1.amazonaws.com:2380,ec2-18-232-141-137.compute-1.amazonaws.com=http://ec2-18-232-141-137.compute-1.amazonaws.com:2380,ec2-107-23-238-236.compute-1.amazonaws.com=http://ec2-107-23-238-236.compute-1.amazonaws.com:2380,ec2-18-234-71-213.compute-1.amazonaws.com=http://ec2-18-234-71-213.compute-1.amazonaws.com:2380
2018-11-29 19:23:19.930102 I | etcdmain: etcd Version: 3.1.5
2018-11-29 19:23:19.930135 I | etcdmain: Git SHA: 20490ca
2018-11-29 19:23:19.930140 I | etcdmain: Go Version: go1.7.5
2018-11-29 19:23:19.930145 I | etcdmain: Go OS/Arch: linux/amd64
2018-11-29 19:23:19.930151 I | etcdmain: setting maximum number of CPUs to 2, total number of available CPUs is 2
2018-11-29 19:23:19.930161 W | etcdmain: no data-dir provided, using default data-dir ./ec2-18-232-141-137.compute-1.amazonaws.com.etcd
2018-11-29 19:23:19.930173 W | embed: expected IP in URL for binding (http://ec2-18-232-141-137.compute-1.amazonaws.com:2380)
2018-11-29 19:23:19.930180 W | embed: expected IP in URL for binding (http://ec2-18-232-141-137.compute-1.amazonaws.com:2379)
2018-11-29 19:23:19.932455 I | embed: listening for peers on http://ec2-18-232-141-137.compute-1.amazonaws.com:2380
2018-11-29 19:23:19.932932 I | embed: listening for client requests on ec2-18-232-141-137.compute-1.amazonaws.com:2379
2018-11-29 19:23:19.936529 I | pkg/netutil: resolving ec2-18-232-141-137.compute-1.amazonaws.com:2380 to 172.31.22.103:2380
